case_id,student_id,course_code,course_name,faculty_name,incident_date,violation_type,severity,status,description
AI000426,S009011,PHYS128,Advanced Physics,Dr. Danielle Johnson,2026-07-07,Duplicate Submission,Serious,Resolved - No Violation Found,Dr. Danielle Johnson submitted a report alleging duplicate submission in PHYS128.
AI000427,S002351,EE109,Electrical Engineering Fundamentals,Dr. Whitney Hicks,2026-07-08,Contract Cheating,Minor,Appealed,"During grading, Dr. Whitney Hicks identified indicators consistent with contract cheating."
AI000428,S001399,MATH275,Topics in Mathematics,Prof. Amanda Dudley,2026-07-14,Unauthorized Use of AI Tools,Moderate,Resolved - Sanction Issued,Prof. Amanda Dudley submitted a report alleging unauthorized use of ai tools in MATH275.
AI000429,S009032,NUR381,Advanced Nursing,Prof. Brenda Hurst,2026-07-17,Plagiarism,Minor,Under Investigation,Student was referred to the Academic Integrity Office for plagiarism.
AI000430,S000856,POL352,Introduction to Political Science,Dr. Frank Gray,2026-07-21,Cheating on Exam,Minor,Resolved - No Violation Found,"During grading, Dr. Frank Gray identified indicators consistent with cheating on exam."
AI000431,S000301,PSY112,Advanced Psychology,Prof. Joseph Davidson,2026-07-22,Plagiarism,Moderate,Under Investigation,"During grading, Prof. Joseph Davidson identified indicators consistent with plagiarism."
AI000432,S006522,POL174,Intermediate Political Science,Prof. Leslie Adams,2026-07-26,Fabrication of Data,Moderate,Resolved - No Violation Found,Faculty member reported a suspected case of fabrication of data in a submitted assignment.
AI000433,S003412,BIO192,Topics in Biology,Prof. Nancy Edwards,2026-07-26,Contract Cheating,Minor,Resolved - Sanction Issued,Student was referred to the Academic Integrity Office for contract cheating.
AI000434,S002332,BUS468,Topics in Business Administration,Prof. Daniel Graham,2026-07-27,Unauthorized Use of AI Tools,Moderate,Resolved - No Violation Found,Student was referred to the Academic Integrity Office for unauthorized use of ai tools.
AI000435,S007382,BIO407,Biology Fundamentals,Prof. Vincent White,2026-07-28,Plagiarism,Minor,Resolved - No Violation Found,Faculty member reported a suspected case of plagiarism in a submitted assignment.
AI000436,S008482,PSY400,Topics in Psychology,Dr. Diana Foster,2026-07-28,Plagiarism,Minor,Resolved - Sanction Issued,Faculty member reported a suspected case of plagiarism in a submitted assignment.
AI000437,S004118,EE323,Principles of Electrical Engineering,Dr. Whitney Hicks,2026-07-29,Plagiarism,Minor,Resolved - Sanction Issued,"During grading, Dr. Whitney Hicks identified indicators consistent with plagiarism."
AI000438,S003507,BUS482,Business Administration Seminar,Dr. Frank Gray,2026-07-29,Fabrication of Data,Serious,Resolved - Sanction Issued,"During grading, Dr. Frank Gray identified indicators consistent with fabrication of data."
AI000439,S007392,MATH290,Advanced Mathematics,Prof. Nancy Edwards,2026-07-30,Duplicate Submission,Serious,Appealed,A case of duplicate submission was flagged via the course's academic integrity review process.
AI000440,S003213,EE371,Introduction to Electrical Engineering,Dr. Joseph Wright,2026-08-02,Contract Cheating,Minor,Resolved - Sanction Issued,Student was referred to the Academic Integrity Office for contract cheating.
AI000441,S008205,CHEM152,Chemistry Fundamentals,Dr. Chelsea Hernandez,2026-08-06,Contract Cheating,Moderate,Resolved - Sanction Issued,Faculty member reported a suspected case of contract cheating in a submitted assignment.
AI000442,S008504,CHEM203,Introduction to Chemistry,Prof. Erin Herrera,2026-08-07,Fabrication of Data,Serious,Resolved - Sanction Issued,"During grading, Prof. Erin Herrera identified indicators consistent with fabrication of data."
AI000443,S004185,BUS484,Business Administration Fundamentals,Dr. Christopher Williams,2026-08-07,Unauthorized Materials,Moderate,Resolved - Sanction Issued,"During grading, Dr. Christopher Williams identified indicators consistent with unauthorized materials."
AI000444,S006163,ENG307,Principles of English,Prof. Kenneth Fowler,2026-08-11,Fabrication of Data,Moderate,Resolved - Sanction Issued,A case of fabrication of data was flagged via the course's academic integrity review process.
AI000445,S009203,NUR263,Introduction to Nursing,Dr. Frank Gray,2026-08-12,Contract Cheating,Serious,Resolved - Sanction Issued,Faculty member reported a suspected case of contract cheating in a submitted assignment.
AI000446,S008898,BIO483,Biology Fundamentals,Prof. Kenneth Fowler,2026-08-15,Duplicate Submission,Severe,Under Investigation,Faculty member reported a suspected case of duplicate submission in a submitted assignment.
AI000447,S008308,PSY111,Topics in Psychology,Dr. Nicholas Arnold,2026-08-16,Plagiarism,Serious,Appealed,Dr. Nicholas Arnold submitted a report alleging plagiarism in PSY111.
AI000448,S004108,SOC111,Sociology Fundamentals,Dr. Debra Gardner,2026-08-16,Exam Impersonation,Minor,Resolved - Sanction Issued,Student was referred to the Academic Integrity Office for exam impersonation.
AI000449,S002668,CHEM259,Topics in Chemistry,Prof. Anna Baker,2026-08-17,Cheating on Exam,Minor,Resolved - No Violation Found,Student was referred to the Academic Integrity Office for cheating on exam.
