report_id,student_id,incident_date,location,incident_type,severity,status,narrative
CS000616,S000861,2026-02-15,Meadowbrook Hall,Suspicious Activity,Low,Under Investigation,A suspicious activity was observed and documented at Meadowbrook Hall.
CS000617,S008920,2026-02-15,Meadowbrook Hall,Suspicious Activity,Medium,Closed,Incident occurred at Meadowbrook Hall. Responding staff documented a suspicious activity.
CS000618,S007765,2026-02-18,Fine Arts Center,Physical Altercation,Low,Closed,Campus Safety was dispatched to Fine Arts Center after a report of physical altercation.
CS000619,S000404,2026-02-19,Stadium,Alcohol Policy Violation,Medium,Open,Campus Safety was dispatched to Stadium after a report of alcohol policy violation.
CS000620,S004463,2026-02-19,Stadium,Drug Policy Violation,Low,Referred to Conduct Board,Campus Safety was dispatched to Stadium after a report of drug policy violation.
CS000621,S009189,2026-02-20,Highland Hall,Disorderly Conduct,High,Closed,Campus Safety was dispatched to Highland Hall after a report of disorderly conduct.
CS000622,S003509,2026-02-21,Summit House,Theft,Critical,Closed,Incident occurred at Summit House. Responding staff documented a theft.
CS000623,S009826,2026-02-22,Fine Arts Center,Fire Alarm Activation,Medium,Referred to Conduct Board,A fire alarm activation was observed and documented at Fine Arts Center.
CS000624,S000023,2026-02-22,Harborview Hall,Physical Altercation,Low,Closed,Campus Safety was dispatched to Harborview Hall after a report of physical altercation.
CS000625,S006785,2026-02-23,Engineering Annex,Drug Policy Violation,Critical,Closed,Incident occurred at Engineering Annex. Responding staff documented a drug policy violation.
CS000626,S000779,2026-02-24,Meadowbrook Hall,Drug Policy Violation,Low,Closed,Reporting officer responded to Meadowbrook Hall regarding a drug policy violation involving the listed student.
CS000627,S007596,2026-02-24,Main Quad,Vandalism,Low,Closed,A vandalism was observed and documented at Main Quad.
CS000628,S002548,2026-02-25,Summit House,Alcohol Policy Violation,Medium,Closed,Reporting officer responded to Summit House regarding a alcohol policy violation involving the listed student.
CS000629,S005443,2026-02-25,Summit House,Drug Policy Violation,High,Closed,Incident occurred at Summit House. Responding staff documented a drug policy violation.
CS000630,S001372,2026-02-26,Student Union,Harassment,Low,Open,Incident occurred at Student Union. Responding staff documented a harassment.
CS000631,S005819,2026-02-28,Northgate Hall,Disorderly Conduct,Low,Closed,Campus Safety was dispatched to Northgate Hall after a report of disorderly conduct.
CS000632,S003912,2026-03-01,Aspen Court,Theft,High,Under Investigation,A theft was observed and documented at Aspen Court.
CS000633,S002583,2026-03-02,Student Union,Medical Emergency,High,Closed,A medical emergency was observed and documented at Student Union.
CS000634,S004307,2026-03-04,Highland Hall,Weapons Policy Violation,Medium,Closed,Incident occurred at Highland Hall. Responding staff documented a weapons policy violation.
CS000635,S002069,2026-03-05,Meadowbrook Hall,Weapons Policy Violation,Low,Closed,Campus Safety was dispatched to Meadowbrook Hall after a report of weapons policy violation.
CS000636,S009000,2026-03-06,Meadowbrook Hall,Trespassing,High,Closed,Campus Safety was dispatched to Meadowbrook Hall after a report of trespassing.
CS000637,S004923,2026-03-08,Highland Hall,Theft,Medium,Closed,Student was involved in a theft reported near Highland Hall.
CS000638,S005064,2026-03-08,Cedar Crest Hall,Disorderly Conduct,Low,Referred to Conduct Board,Student was involved in a disorderly conduct reported near Cedar Crest Hall.
CS000639,S005266,2026-03-09,Science Building,Physical Altercation,Low,Closed,Student was involved in a physical altercation reported near Science Building.
CS000640,S000114,2026-03-09,Bellview Hall,Suspicious Activity,Low,Closed,A suspicious activity was observed and documented at Bellview Hall.
CS000641,S005075,2026-03-10,Willow Creek Hall,Theft,High,Closed,Incident occurred at Willow Creek Hall. Responding staff documented a theft.
CS000642,S007330,2026-03-10,Summit House,Suspicious Activity,Medium,Closed,Student was involved in a suspicious activity reported near Summit House.
CS000643,S002904,2026-03-10,Maple Ridge Hall,Harassment,Medium,Closed,Reporting officer responded to Maple Ridge Hall regarding a harassment involving the listed student.
CS000644,S003995,2026-03-11,West Parking Garage,Trespassing,Medium,Closed,Student was involved in a trespassing reported near West Parking Garage.
CS000645,S004988,2026-03-13,Willow Creek Hall,Trespassing,Low,Closed,Student was involved in a trespassing reported near Willow Creek Hall.
CS000646,S002603,2026-03-16,Birchwood Hall,Trespassing,Low,Under Investigation,A trespassing was observed and documented at Birchwood Hall.
CS000647,S007163,2026-03-16,Student Union,Noise Complaint,Low,Closed,A noise complaint was observed and documented at Student Union.
CS000648,S004597,2026-03-18,Stadium,Suspicious Activity,Medium,Closed,Campus Safety was dispatched to Stadium after a report of suspicious activity.
CS000649,S004547,2026-03-19,Lakeside Terrace,Fire Alarm Activation,Low,Open,Reporting officer responded to Lakeside Terrace regarding a fire alarm activation involving the listed student.
CS000650,S009000,2026-03-19,Founders Hall,Trespassing,Low,Closed,Student was involved in a trespassing reported near Founders Hall.
CS000651,S007720,2026-03-19,Sunrise Commons,Alcohol Policy Violation,Low,Open,Incident occurred at Sunrise Commons. Responding staff documented a alcohol policy violation.
CS000652,S007492,2026-03-20,Summit House,Drug Policy Violation,Low,Closed,Reporting officer responded to Summit House regarding a drug policy violation involving the listed student.
CS000653,S000332,2026-03-21,Highland Hall,Alcohol Policy Violation,Medium,Open,A alcohol policy violation was observed and documented at Highland Hall.
CS000654,S003927,2026-03-23,Student Union,Theft,Medium,Closed,A theft was observed and documented at Student Union.
CS000655,S008540,2026-03-23,Highland Hall,Medical Emergency,Low,Closed,Reporting officer responded to Highland Hall regarding a medical emergency involving the listed student.
CS000656,S005852,2026-03-23,Cedar Crest Hall,Alcohol Policy Violation,High,Closed,Reporting officer responded to Cedar Crest Hall regarding a alcohol policy violation involving the listed student.
CS000657,S003167,2026-03-23,Science Building,Medical Emergency,Low,Closed,Incident occurred at Science Building. Responding staff documented a medical emergency.
CS000658,S000903,2026-03-24,Birchwood Hall,Trespassing,High,Referred to Conduct Board,A trespassing was observed and documented at Birchwood Hall.
CS000659,S009540,2026-03-25,Birchwood Hall,Noise Complaint,Medium,Referred to Conduct Board,Campus Safety was dispatched to Birchwood Hall after a report of noise complaint.
CS000660,S005875,2026-03-27,Willow Creek Hall,Weapons Policy Violation,Medium,Closed,Campus Safety was dispatched to Willow Creek Hall after a report of weapons policy violation.
CS000661,S009815,2026-03-28,West Parking Garage,Physical Altercation,High,Closed,Student was involved in a physical altercation reported near West Parking Garage.
CS000662,S000710,2026-03-30,Willow Creek Hall,Noise Complaint,Medium,Closed,Student was involved in a noise complaint reported near Willow Creek Hall.
CS000663,S005665,2026-03-31,Northgate Hall,Trespassing,High,Under Investigation,Incident occurred at Northgate Hall. Responding staff documented a trespassing.
CS000664,S004086,2026-03-31,Harborview Hall,Suspicious Activity,Low,Under Investigation,A suspicious activity was observed and documented at Harborview Hall.
CS000665,S001936,2026-03-31,Recreation Center,Noise Complaint,Medium,Closed,A noise complaint was observed and documented at Recreation Center.
CS000666,S000583,2026-03-31,Riverbend Hall,Weapons Policy Violation,Low,Under Investigation,Student was involved in a weapons policy violation reported near Riverbend Hall.
CS000667,S007918,2026-04-02,Engineering Annex,Vandalism,High,Under Investigation,Incident occurred at Engineering Annex. Responding staff documented a vandalism.
CS000668,S006114,2026-04-04,Student Union,Harassment,High,Closed,Reporting officer responded to Student Union regarding a harassment involving the listed student.
CS000669,S000839,2026-04-04,Library,Theft,Critical,Referred to Conduct Board,Student was involved in a theft reported near Library.
CS000670,S000764,2026-04-05,Northgate Hall,Vandalism,Medium,Open,Reporting officer responded to Northgate Hall regarding a vandalism involving the listed student.
CS000671,S004523,2026-04-05,Bike Path,Disorderly Conduct,Medium,Closed,Reporting officer responded to Bike Path regarding a disorderly conduct involving the listed student.
CS000672,S000668,2026-04-06,Willow Creek Hall,Fire Alarm Activation,Low,Closed,Reporting officer responded to Willow Creek Hall regarding a fire alarm activation involving the listed student.
CS000673,S000382,2026-04-06,Off-Campus Housing,Trespassing,Low,Referred to Conduct Board,Student was involved in a trespassing reported near Off-Campus Housing.
CS000674,S005407,2026-04-07,Highland Hall,Weapons Policy Violation,Low,Under Investigation,Incident occurred at Highland Hall. Responding staff documented a weapons policy violation.
CS000675,S002701,2026-04-08,Engineering Annex,Theft,Medium,Closed,A theft was observed and documented at Engineering Annex.
CS000676,S002826,2026-04-09,Engineering Annex,Physical Altercation,Low,Under Investigation,Incident occurred at Engineering Annex. Responding staff documented a physical altercation.
CS000677,S006728,2026-04-09,Birchwood Hall,Theft,Low,Under Investigation,Campus Safety was dispatched to Birchwood Hall after a report of theft.
CS000678,S001380,2026-04-09,Science Building,Fire Alarm Activation,Medium,Closed,Campus Safety was dispatched to Science Building after a report of fire alarm activation.
CS000679,S000235,2026-04-09,Main Quad,Harassment,Low,Closed,Campus Safety was dispatched to Main Quad after a report of harassment.
CS000680,S001626,2026-04-12,Fine Arts Center,Alcohol Policy Violation,Medium,Open,Reporting officer responded to Fine Arts Center regarding a alcohol policy violation involving the listed student.
CS000681,S009230,2026-04-13,Harborview Hall,Drug Policy Violation,Low,Closed,Campus Safety was dispatched to Harborview Hall after a report of drug policy violation.
CS000682,S004806,2026-04-13,Bike Path,Trespassing,High,Closed,A trespassing was observed and documented at Bike Path.
CS000683,S007909,2026-04-14,Meadowbrook Hall,Vandalism,Medium,Closed,Student was involved in a vandalism reported near Meadowbrook Hall.
CS000684,S003781,2026-04-15,Engineering Annex,Disorderly Conduct,Medium,Closed,A disorderly conduct was observed and documented at Engineering Annex.
CS000685,S001677,2026-04-16,Recreation Center,Vandalism,Low,Referred to Conduct Board,Campus Safety was dispatched to Recreation Center after a report of vandalism.
CS000686,S002053,2026-04-16,Highland Hall,Alcohol Policy Violation,Low,Closed,Campus Safety was dispatched to Highland Hall after a report of alcohol policy violation.
CS000687,S005439,2026-04-19,Recreation Center,Drug Policy Violation,Medium,Closed,A drug policy violation was observed and documented at Recreation Center.
CS000688,S009494,2026-04-20,West Parking Garage,Trespassing,Low,Referred to Conduct Board,Reporting officer responded to West Parking Garage regarding a trespassing involving the listed student.
CS000689,S007188,2026-04-21,Engineering Annex,Trespassing,Medium,Open,Incident occurred at Engineering Annex. Responding staff documented a trespassing.
CS000690,S000042,2026-04-21,Off-Campus Housing,Trespassing,Low,Under Investigation,A trespassing was observed and documented at Off-Campus Housing.
CS000691,S007985,2026-04-22,Summit House,Suspicious Activity,Critical,Closed,Reporting officer responded to Summit House regarding a suspicious activity involving the listed student.
CS000692,S000513,2026-04-23,Cedar Crest Hall,Disorderly Conduct,Medium,Referred to Conduct Board,Campus Safety was dispatched to Cedar Crest Hall after a report of disorderly conduct.
CS000693,S006009,2026-04-25,Recreation Center,Disorderly Conduct,Low,Closed,Reporting officer responded to Recreation Center regarding a disorderly conduct involving the listed student.
CS000694,S005792,2026-04-26,West Parking Garage,Drug Policy Violation,High,Closed,Campus Safety was dispatched to West Parking Garage after a report of drug policy violation.
CS000695,S004841,2026-04-26,Science Building,Fire Alarm Activation,Low,Under Investigation,Student was involved in a fire alarm activation reported near Science Building.
CS000696,S008823,2026-04-29,Northgate Hall,Weapons Policy Violation,Low,Closed,Campus Safety was dispatched to Northgate Hall after a report of weapons policy violation.
CS000697,S004299,2026-04-30,Summit House,Trespassing,High,Under Investigation,Student was involved in a trespassing reported near Summit House.
CS000698,S007100,2026-04-30,Founders Hall,Suspicious Activity,Medium,Closed,Reporting officer responded to Founders Hall regarding a suspicious activity involving the listed student.
CS000699,S007763,2026-04-30,Lakeside Terrace,Disorderly Conduct,Medium,Under Investigation,Campus Safety was dispatched to Lakeside Terrace after a report of disorderly conduct.
CS000700,S008490,2026-05-01,Library,Suspicious Activity,Low,Referred to Conduct Board,Reporting officer responded to Library regarding a suspicious activity involving the listed student.
CS000701,S007238,2026-05-01,Sunrise Commons,Drug Policy Violation,Low,Under Investigation,Student was involved in a drug policy violation reported near Sunrise Commons.
CS000702,S002014,2026-05-02,Lakeside Terrace,Trespassing,High,Closed,Campus Safety was dispatched to Lakeside Terrace after a report of trespassing.
CS000703,S005215,2026-05-02,Cedar Crest Hall,Trespassing,High,Closed,Student was involved in a trespassing reported near Cedar Crest Hall.
CS000704,S006166,2026-05-03,Bike Path,Weapons Policy Violation,Low,Closed,Student was involved in a weapons policy violation reported near Bike Path.
CS000705,S001780,2026-05-03,Engineering Annex,Trespassing,Low,Closed,A trespassing was observed and documented at Engineering Annex.
CS000706,S002814,2026-05-04,Summit House,Theft,High,Under Investigation,Incident occurred at Summit House. Responding staff documented a theft.
CS000707,S008339,2026-05-04,Harborview Hall,Disorderly Conduct,Low,Open,Student was involved in a disorderly conduct reported near Harborview Hall.
CS000708,S007059,2026-05-06,West Parking Garage,Suspicious Activity,Medium,Closed,Campus Safety was dispatched to West Parking Garage after a report of suspicious activity.
CS000709,S001679,2026-05-06,Founders Hall,Alcohol Policy Violation,Low,Closed,Campus Safety was dispatched to Founders Hall after a report of alcohol policy violation.
CS000710,S000847,2026-05-06,Lakeside Terrace,Theft,Low,Closed,Incident occurred at Lakeside Terrace. Responding staff documented a theft.
CS000711,S005260,2026-05-07,Engineering Annex,Suspicious Activity,Low,Closed,Reporting officer responded to Engineering Annex regarding a suspicious activity involving the listed student.
CS000712,S008812,2026-05-09,Bellview Hall,Noise Complaint,Medium,Open,Campus Safety was dispatched to Bellview Hall after a report of noise complaint.
CS000713,S007431,2026-05-09,Founders Hall,Fire Alarm Activation,Low,Closed,A fire alarm activation was observed and documented at Founders Hall.
CS000714,S008580,2026-05-09,Northgate Hall,Harassment,Low,Closed,Incident occurred at Northgate Hall. Responding staff documented a harassment.
CS000715,S000602,2026-05-10,Library,Vandalism,Low,Closed,Campus Safety was dispatched to Library after a report of vandalism.
CS000716,S006108,2026-05-10,Fine Arts Center,Disorderly Conduct,Critical,Closed,Reporting officer responded to Fine Arts Center regarding a disorderly conduct involving the listed student.
CS000717,S007373,2026-05-12,Harborview Hall,Harassment,Low,Closed,Student was involved in a harassment reported near Harborview Hall.
CS000718,S000901,2026-05-13,Willow Creek Hall,Trespassing,Medium,Closed,Incident occurred at Willow Creek Hall. Responding staff documented a trespassing.
CS000719,S007274,2026-05-13,Student Union,Harassment,Medium,Closed,Incident occurred at Student Union. Responding staff documented a harassment.
CS000720,S003954,2026-05-14,Recreation Center,Trespassing,Low,Closed,A trespassing was observed and documented at Recreation Center.
CS000721,S009862,2026-05-15,Student Union,Vandalism,Medium,Referred to Conduct Board,A vandalism was observed and documented at Student Union.
CS000722,S001587,2026-05-15,West Parking Garage,Alcohol Policy Violation,Low,Closed,Reporting officer responded to West Parking Garage regarding a alcohol policy violation involving the listed student.
CS000723,S003929,2026-05-16,Northgate Hall,Trespassing,Medium,Closed,A trespassing was observed and documented at Northgate Hall.
CS000724,S003912,2026-05-18,Meadowbrook Hall,Theft,Medium,Closed,A theft was observed and documented at Meadowbrook Hall.
CS000725,S002943,2026-05-20,Fine Arts Center,Fire Alarm Activation,Low,Closed,Student was involved in a fire alarm activation reported near Fine Arts Center.
CS000726,S006318,2026-05-20,Engineering Annex,Theft,Medium,Open,Student was involved in a theft reported near Engineering Annex.
CS000727,S008103,2026-05-21,Science Building,Drug Policy Violation,Medium,Closed,Incident occurred at Science Building. Responding staff documented a drug policy violation.
CS000728,S000502,2026-05-22,West Parking Garage,Noise Complaint,Medium,Closed,A noise complaint was observed and documented at West Parking Garage.
CS000729,S005756,2026-05-22,Bike Path,Physical Altercation,Low,Open,Student was involved in a physical altercation reported near Bike Path.
CS000730,S007511,2026-05-23,Library,Fire Alarm Activation,Medium,Closed,Incident occurred at Library. Responding staff documented a fire alarm activation.
CS000731,S009054,2026-05-23,Sunrise Commons,Disorderly Conduct,High,Closed,Campus Safety was dispatched to Sunrise Commons after a report of disorderly conduct.
CS000732,S008546,2026-05-24,Birchwood Hall,Vandalism,Low,Closed,Campus Safety was dispatched to Birchwood Hall after a report of vandalism.
CS000733,S008418,2026-05-25,Recreation Center,Physical Altercation,Medium,Under Investigation,A physical altercation was observed and documented at Recreation Center.
CS000734,S008221,2026-05-25,Bellview Hall,Vandalism,Medium,Under Investigation,Incident occurred at Bellview Hall. Responding staff documented a vandalism.
CS000735,S006148,2026-05-26,Bellview Hall,Trespassing,Low,Under Investigation,Student was involved in a trespassing reported near Bellview Hall.
CS000736,S002687,2026-05-26,Bellview Hall,Suspicious Activity,Medium,Closed,A suspicious activity was observed and documented at Bellview Hall.
CS000737,S002939,2026-05-30,Sunrise Commons,Weapons Policy Violation,High,Open,Reporting officer responded to Sunrise Commons regarding a weapons policy violation involving the listed student.
CS000738,S000017,2026-05-31,Science Building,Noise Complaint,Low,Closed,A noise complaint was observed and documented at Science Building.
CS000739,S000235,2026-06-01,East Lot,Weapons Policy Violation,Low,Under Investigation,Incident occurred at East Lot. Responding staff documented a weapons policy violation.
CS000740,S000731,2026-06-01,Engineering Annex,Harassment,Low,Closed,Reporting officer responded to Engineering Annex regarding a harassment involving the listed student.
CS000741,S004124,2026-06-01,Birchwood Hall,Medical Emergency,Low,Closed,Reporting officer responded to Birchwood Hall regarding a medical emergency involving the listed student.
CS000742,S005819,2026-06-01,Birchwood Hall,Harassment,Medium,Under Investigation,Reporting officer responded to Birchwood Hall regarding a harassment involving the listed student.
CS000743,S004806,2026-06-02,Willow Creek Hall,Alcohol Policy Violation,Low,Closed,A alcohol policy violation was observed and documented at Willow Creek Hall.
CS000744,S002620,2026-06-02,Science Building,Theft,Medium,Open,Reporting officer responded to Science Building regarding a theft involving the listed student.
CS000745,S008093,2026-06-02,Cedar Crest Hall,Drug Policy Violation,High,Closed,Reporting officer responded to Cedar Crest Hall regarding a drug policy violation involving the listed student.
CS000746,S005407,2026-06-02,West Parking Garage,Noise Complaint,Low,Closed,Reporting officer responded to West Parking Garage regarding a noise complaint involving the listed student.
CS000747,S004059,2026-06-03,Main Quad,Medical Emergency,Low,Closed,Reporting officer responded to Main Quad regarding a medical emergency involving the listed student.
CS000748,S004844,2026-06-06,Science Building,Vandalism,Low,Under Investigation,A vandalism was observed and documented at Science Building.
CS000749,S008418,2026-06-09,Founders Hall,Vandalism,Low,Closed,Campus Safety was dispatched to Founders Hall after a report of vandalism.
CS000750,S005098,2026-06-10,Cedar Crest Hall,Disorderly Conduct,Low,Closed,Reporting officer responded to Cedar Crest Hall regarding a disorderly conduct involving the listed student.
CS000751,S004918,2026-06-12,Riverbend Hall,Medical Emergency,Critical,Open,A medical emergency was observed and documented at Riverbend Hall.
CS000752,S007479,2026-06-14,Engineering Annex,Drug Policy Violation,Low,Closed,Campus Safety was dispatched to Engineering Annex after a report of drug policy violation.
CS000753,S000868,2026-06-15,Engineering Annex,Theft,Low,Closed,Student was involved in a theft reported near Engineering Annex.
CS000754,S002876,2026-06-15,Highland Hall,Medical Emergency,Low,Closed,Student was involved in a medical emergency reported near Highland Hall.
CS000755,S008336,2026-06-17,Riverbend Hall,Suspicious Activity,Medium,Under Investigation,Campus Safety was dispatched to Riverbend Hall after a report of suspicious activity.
CS000756,S006401,2026-06-17,Summit House,Drug Policy Violation,Low,Closed,A drug policy violation was observed and documented at Summit House.
CS000757,S003459,2026-06-17,Summit House,Trespassing,High,Closed,Student was involved in a trespassing reported near Summit House.
CS000758,S003159,2026-06-18,Cedar Crest Hall,Physical Altercation,Critical,Closed,Reporting officer responded to Cedar Crest Hall regarding a physical altercation involving the listed student.
CS000759,S004894,2026-06-18,West Parking Garage,Trespassing,High,Under Investigation,Incident occurred at West Parking Garage. Responding staff documented a trespassing.
CS000760,S007192,2026-06-19,Northgate Hall,Weapons Policy Violation,Low,Open,Campus Safety was dispatched to Northgate Hall after a report of weapons policy violation.
CS000761,S004446,2026-06-20,Main Quad,Disorderly Conduct,Medium,Closed,Incident occurred at Main Quad. Responding staff documented a disorderly conduct.
CS000762,S007922,2026-06-22,Maple Ridge Hall,Fire Alarm Activation,Low,Referred to Conduct Board,A fire alarm activation was observed and documented at Maple Ridge Hall.
CS000763,S005373,2026-06-23,Student Union,Drug Policy Violation,High,Closed,Student was involved in a drug policy violation reported near Student Union.
CS000764,S001701,2026-06-23,Lakeside Terrace,Weapons Policy Violation,Critical,Closed,Reporting officer responded to Lakeside Terrace regarding a weapons policy violation involving the listed student.
CS000765,S002265,2026-06-26,Lakeside Terrace,Medical Emergency,Medium,Closed,Campus Safety was dispatched to Lakeside Terrace after a report of medical emergency.
CS000766,S003441,2026-06-27,Summit House,Fire Alarm Activation,High,Under Investigation,Incident occurred at Summit House. Responding staff documented a fire alarm activation.
CS000767,S000877,2026-06-28,Cedar Crest Hall,Fire Alarm Activation,Medium,Closed,Student was involved in a fire alarm activation reported near Cedar Crest Hall.
CS000768,S004948,2026-06-28,Fine Arts Center,Physical Altercation,Critical,Open,A physical altercation was observed and documented at Fine Arts Center.
CS000769,S008892,2026-06-29,Bike Path,Suspicious Activity,Low,Closed,A suspicious activity was observed and documented at Bike Path.
CS000770,S001092,2026-06-30,Cedar Crest Hall,Trespassing,Medium,Under Investigation,Reporting officer responded to Cedar Crest Hall regarding a trespassing involving the listed student.
CS000771,S008789,2026-07-02,Fine Arts Center,Drug Policy Violation,High,Closed,Incident occurred at Fine Arts Center. Responding staff documented a drug policy violation.
CS000772,S004578,2026-07-02,Meadowbrook Hall,Fire Alarm Activation,Low,Closed,Incident occurred at Meadowbrook Hall. Responding staff documented a fire alarm activation.
CS000773,S001957,2026-07-02,Stadium,Drug Policy Violation,Medium,Closed,Incident occurred at Stadium. Responding staff documented a drug policy violation.
CS000774,S005596,2026-07-02,Maple Ridge Hall,Weapons Policy Violation,Low,Closed,Reporting officer responded to Maple Ridge Hall regarding a weapons policy violation involving the listed student.
CS000775,S003268,2026-07-03,Lakeside Terrace,Suspicious Activity,Low,Closed,Reporting officer responded to Lakeside Terrace regarding a suspicious activity involving the listed student.
CS000776,S007196,2026-07-03,Highland Hall,Suspicious Activity,Low,Under Investigation,Reporting officer responded to Highland Hall regarding a suspicious activity involving the listed student.
CS000777,S006695,2026-07-04,Birchwood Hall,Drug Policy Violation,High,Closed,Reporting officer responded to Birchwood Hall regarding a drug policy violation involving the listed student.
CS000778,S006197,2026-07-04,Maple Ridge Hall,Medical Emergency,Critical,Under Investigation,Incident occurred at Maple Ridge Hall. Responding staff documented a medical emergency.
CS000779,S008470,2026-07-05,Sunrise Commons,Suspicious Activity,Low,Closed,Incident occurred at Sunrise Commons. Responding staff documented a suspicious activity.
CS000780,S006271,2026-07-06,Lakeside Terrace,Drug Policy Violation,Medium,Closed,A drug policy violation was observed and documented at Lakeside Terrace.
CS000781,S000006,2026-07-08,Stadium,Vandalism,High,Closed,Student was involved in a vandalism reported near Stadium.
CS000782,S003530,2026-07-08,East Lot,Disorderly Conduct,Critical,Under Investigation,Incident occurred at East Lot. Responding staff documented a disorderly conduct.
CS000783,S001227,2026-07-09,Birchwood Hall,Theft,Medium,Closed,Campus Safety was dispatched to Birchwood Hall after a report of theft.
CS000784,S008731,2026-07-10,Lakeside Terrace,Weapons Policy Violation,Medium,Closed,Student was involved in a weapons policy violation reported near Lakeside Terrace.
CS000785,S003678,2026-07-11,East Lot,Fire Alarm Activation,High,Closed,Campus Safety was dispatched to East Lot after a report of fire alarm activation.
CS000786,S009653,2026-07-13,Founders Hall,Weapons Policy Violation,Medium,Closed,Student was involved in a weapons policy violation reported near Founders Hall.
CS000787,S001380,2026-07-14,Off-Campus Housing,Alcohol Policy Violation,Low,Referred to Conduct Board,Student was involved in a alcohol policy violation reported near Off-Campus Housing.
CS000788,S000907,2026-07-15,Bike Path,Drug Policy Violation,High,Closed,Campus Safety was dispatched to Bike Path after a report of drug policy violation.
CS000789,S006996,2026-07-16,Library,Medical Emergency,Medium,Closed,Campus Safety was dispatched to Library after a report of medical emergency.
CS000790,S004543,2026-07-17,Science Building,Drug Policy Violation,Low,Under Investigation,Reporting officer responded to Science Building regarding a drug policy violation involving the listed student.
CS000791,S003711,2026-07-18,Science Building,Noise Complaint,Medium,Closed,Reporting officer responded to Science Building regarding a noise complaint involving the listed student.
CS000792,S000641,2026-07-21,Birchwood Hall,Alcohol Policy Violation,Low,Under Investigation,Incident occurred at Birchwood Hall. Responding staff documented a alcohol policy violation.
CS000793,S001768,2026-07-22,Harborview Hall,Harassment,Low,Closed,Student was involved in a harassment reported near Harborview Hall.
CS000794,S001626,2026-07-23,Stadium,Theft,Medium,Closed,Incident occurred at Stadium. Responding staff documented a theft.
CS000795,S009604,2026-07-23,Sunrise Commons,Noise Complaint,High,Closed,Campus Safety was dispatched to Sunrise Commons after a report of noise complaint.
CS000796,S005334,2026-07-24,Off-Campus Housing,Drug Policy Violation,Low,Closed,A drug policy violation was observed and documented at Off-Campus Housing.
CS000797,S004533,2026-07-25,Northgate Hall,Alcohol Policy Violation,High,Referred to Conduct Board,Student was involved in a alcohol policy violation reported near Northgate Hall.
CS000798,S004096,2026-07-26,Maple Ridge Hall,Medical Emergency,Low,Under Investigation,Campus Safety was dispatched to Maple Ridge Hall after a report of medical emergency.
CS000799,S007444,2026-07-26,Meadowbrook Hall,Fire Alarm Activation,Medium,Closed,Incident occurred at Meadowbrook Hall. Responding staff documented a fire alarm activation.
CS000800,S001398,2026-07-27,West Parking Garage,Physical Altercation,High,Closed,Incident occurred at West Parking Garage. Responding staff documented a physical altercation.
CS000801,S006369,2026-07-28,Summit House,Noise Complaint,High,Closed,Reporting officer responded to Summit House regarding a noise complaint involving the listed student.
CS000802,S006372,2026-07-28,Stadium,Disorderly Conduct,Medium,Closed,Reporting officer responded to Stadium regarding a disorderly conduct involving the listed student.
CS000803,S002320,2026-07-29,Lakeside Terrace,Fire Alarm Activation,Low,Under Investigation,Reporting officer responded to Lakeside Terrace regarding a fire alarm activation involving the listed student.
CS000804,S002943,2026-07-31,Cedar Crest Hall,Suspicious Activity,High,Under Investigation,Incident occurred at Cedar Crest Hall. Responding staff documented a suspicious activity.
CS000805,S002128,2026-08-05,Maple Ridge Hall,Alcohol Policy Violation,Low,Referred to Conduct Board,Incident occurred at Maple Ridge Hall. Responding staff documented a alcohol policy violation.
CS000806,S006624,2026-08-05,Cedar Crest Hall,Fire Alarm Activation,Medium,Referred to Conduct Board,Incident occurred at Cedar Crest Hall. Responding staff documented a fire alarm activation.
CS000807,S005456,2026-08-06,Bellview Hall,Trespassing,Low,Closed,Reporting officer responded to Bellview Hall regarding a trespassing involving the listed student.
CS000808,S007643,2026-08-09,Harborview Hall,Theft,Low,Closed,A theft was observed and documented at Harborview Hall.
CS000809,S003391,2026-08-09,Harborview Hall,Disorderly Conduct,Medium,Under Investigation,Campus Safety was dispatched to Harborview Hall after a report of disorderly conduct.
CS000810,S005561,2026-08-11,Sunrise Commons,Medical Emergency,Low,Under Investigation,Student was involved in a medical emergency reported near Sunrise Commons.
CS000811,S008211,2026-08-11,Northgate Hall,Drug Policy Violation,Medium,Closed,A drug policy violation was observed and documented at Northgate Hall.
CS000812,S002260,2026-08-12,Northgate Hall,Noise Complaint,Low,Closed,Reporting officer responded to Northgate Hall regarding a noise complaint involving the listed student.
CS000813,S004479,2026-08-12,West Parking Garage,Trespassing,Low,Referred to Conduct Board,Incident occurred at West Parking Garage. Responding staff documented a trespassing.
CS000814,S006446,2026-08-12,Bike Path,Harassment,Low,Closed,A harassment was observed and documented at Bike Path.
CS000815,S003902,2026-08-13,Highland Hall,Weapons Policy Violation,Medium,Closed,Student was involved in a weapons policy violation reported near Highland Hall.
CS000816,S006402,2026-08-14,Off-Campus Housing,Harassment,Medium,Open,A harassment was observed and documented at Off-Campus Housing.
CS000817,S000023,2026-08-14,Fine Arts Center,Trespassing,Low,Under Investigation,Student was involved in a trespassing reported near Fine Arts Center.
CS000818,S000224,2026-08-14,Cedar Crest Hall,Harassment,Low,Referred to Conduct Board,Campus Safety was dispatched to Cedar Crest Hall after a report of harassment.
CS000819,S000960,2026-08-14,Off-Campus Housing,Medical Emergency,Critical,Closed,Reporting officer responded to Off-Campus Housing regarding a medical emergency involving the listed student.
