housing_id,student_id,residence_hall,room_number,move_in_date,move_out_date,housing_status
H005120,S005872,Founders Hall,309,2025-08-10,2025-12-16,Moved Out
H005121,S003563,Highland Hall,455,2025-10-29,,Active
H005122,S003556,Birchwood Hall,324,2024-01-31,,Active
H005123,S006224,Northgate Hall,544,2026-04-23,,Active
H005124,S004879,Sunrise Commons,159,2023-08-10,2024-01-28,Moved Out
H005125,S006929,Aspen Court,125,2026-07-23,,Active
H005126,S004405,Maple Ridge Hall,575,2025-02-14,,Active
H005127,S007625,Bellview Hall,123,2024-10-09,2025-07-22,Moved Out
H005128,S007719,Bellview Hall,469,2025-02-04,,Active
H005129,S008815,Aspen Court,423,2024-04-02,,Active
H005130,S007623,Maple Ridge Hall,384,2025-10-23,,Active
H005131,S003452,Birchwood Hall,469,2024-01-07,2024-03-26,Moved Out
H005132,S004310,Meadowbrook Hall,441,2025-05-29,,Active
H005133,S007599,Maple Ridge Hall,509,2024-07-17,,Active
H005134,S007345,Northgate Hall,426,2025-11-17,2026-02-25,Moved Out
H005135,S007404,Sunrise Commons,258,2026-05-08,2026-07-29,Moved Out
H005136,S004296,Riverbend Hall,500,2025-09-02,,Active
H005137,S001625,Summit House,181,2025-03-21,,Active
H005138,S008210,Meadowbrook Hall,359,2024-01-27,2024-10-10,Moved Out
H005139,S008014,Highland Hall,517,2025-08-03,,Active
H005140,S004058,Lakeside Terrace,187,2025-01-20,2025-05-16,Moved Out
H005141,S009728,Bellview Hall,578,2024-11-14,,Active
H005142,S008753,Summit House,143,2025-01-15,2025-10-05,Moved Out
H005143,S006979,Maple Ridge Hall,114,2025-03-04,,Active
H005144,S004857,Riverbend Hall,495,2026-05-07,,Active
H005145,S009383,Aspen Court,398,2024-01-27,2024-07-01,Moved Out
H005146,S002081,Cedar Crest Hall,340,2025-07-31,,Active
H005147,S007007,Maple Ridge Hall,336,2024-05-20,,Active
H005148,S000070,Highland Hall,558,2025-06-12,,Active
H005149,S000775,Lakeside Terrace,414,2025-10-21,,Pending Assignment
H005150,S007570,Birchwood Hall,486,2024-04-26,2024-10-18,Moved Out
H005151,S008564,Cedar Crest Hall,167,2026-05-15,,Active
H005152,S005223,Sunrise Commons,572,2026-03-30,,Active
H005153,S003316,Founders Hall,233,2023-08-06,,Active
H005154,S004081,Bellview Hall,458,2026-07-14,,Active
H005155,S006203,Bellview Hall,143,2023-10-11,2024-04-14,Moved Out
H005156,S000947,Meadowbrook Hall,198,2024-07-07,,Active
H005157,S000653,Founders Hall,247,2023-11-26,,Active
H005158,S007659,Aspen Court,174,2023-08-02,,Active
H005159,S006674,Maple Ridge Hall,243,2023-12-03,2024-04-29,Moved Out
H005160,S001847,Harborview Hall,259,2023-10-06,,Active
H005161,S009896,Cedar Crest Hall,346,2024-11-21,,Active
H005162,S008034,Sunrise Commons,132,2025-08-25,2026-04-03,Moved Out
H005163,S000207,Lakeside Terrace,162,2023-12-13,2024-08-19,Moved Out
H005164,S004914,Willow Creek Hall,179,2024-01-31,,Active
H005165,S000764,Willow Creek Hall,457,2025-11-20,,Active
H005166,S003320,Cedar Crest Hall,325,2025-07-27,,Pending Assignment
H005167,S004387,Aspen Court,184,2023-11-23,,Active
H005168,S003374,Highland Hall,163,2026-04-06,,Pending Assignment
H005169,S002502,Riverbend Hall,381,2025-05-23,2025-10-03,Moved Out
H005170,S007287,Aspen Court,171,2024-02-09,,Active
H005171,S006888,Founders Hall,197,2026-04-30,,Active
H005172,S001542,Lakeside Terrace,216,2025-09-26,,Active
H005173,S006221,Founders Hall,103,2025-06-22,2025-10-09,Moved Out
H005174,S002379,Highland Hall,146,2023-08-21,,Active
H005175,S000093,Maple Ridge Hall,450,2024-03-08,,Active
H005176,S004198,Sunrise Commons,365,2025-07-21,2025-10-05,Moved Out
H005177,S006771,Lakeside Terrace,221,2025-08-15,2025-11-01,Moved Out
H005178,S000882,Birchwood Hall,534,2024-11-09,,Active
H005179,S007520,Northgate Hall,481,2026-03-03,,Active
H005180,S007256,Maple Ridge Hall,266,2023-08-31,2024-01-18,Moved Out
H005181,S006530,Highland Hall,258,2024-07-23,2024-12-21,Moved Out
H005182,S009020,Meadowbrook Hall,432,2024-09-24,,Active
H005183,S008182,Aspen Court,462,2024-09-23,,Active
H005184,S006086,Meadowbrook Hall,430,2024-07-19,,Active
H005185,S003022,Willow Creek Hall,215,2023-12-02,2024-03-14,Moved Out
H005186,S003635,Cedar Crest Hall,270,2025-05-20,,Active
H005187,S000419,Aspen Court,535,2024-07-12,2024-10-01,Moved Out
H005188,S000421,Lakeside Terrace,224,2024-11-11,2025-02-26,Moved Out
H005189,S001379,Summit House,500,2025-01-22,2025-03-28,Moved Out
H005190,S001111,Willow Creek Hall,222,2026-08-20,2026-08-20,Moved Out
H005191,S002840,Summit House,173,2026-05-15,2026-08-20,Moved Out
H005192,S008955,Harborview Hall,172,2025-05-11,,Active
H005193,S004793,Bellview Hall,532,2025-08-16,,Active
H005194,S000381,Riverbend Hall,465,2025-04-22,,Active
H005195,S007534,Birchwood Hall,324,2026-05-05,,Active
H005196,S009103,Northgate Hall,293,2025-01-10,,Active
H005197,S003059,Birchwood Hall,189,2025-01-21,2025-09-18,Moved Out
H005198,S007291,Northgate Hall,339,2026-05-03,,Active
H005199,S005578,Aspen Court,145,2023-10-03,,Active
H005200,S008371,Harborview Hall,454,2025-09-20,,Active
H005201,S004677,Founders Hall,393,2023-09-19,,Pending Assignment
H005202,S005467,Northgate Hall,532,2023-12-07,2024-08-19,Moved Out
H005203,S005238,Willow Creek Hall,298,2026-06-06,,Active
H005204,S008102,Cedar Crest Hall,228,2026-05-12,2026-07-15,Moved Out
H005205,S009936,Riverbend Hall,523,2025-05-09,,Active
H005206,S009821,Riverbend Hall,269,2024-08-27,,Active
H005207,S004544,Harborview Hall,224,2026-07-02,2026-08-20,Moved Out
H005208,S003450,Lakeside Terrace,318,2025-12-27,,Active
H005209,S005409,Northgate Hall,279,2025-02-05,,Active
H005210,S004735,Bellview Hall,598,2026-12-18,2026-08-20,Moved Out
H005211,S007792,Aspen Court,316,2024-08-25,,Active
H005212,S009314,Willow Creek Hall,147,2023-12-13,2024-07-05,Moved Out
H005213,S009461,Founders Hall,341,2025-05-03,,Pending Assignment
H005214,S008854,Aspen Court,548,2026-02-17,2026-06-29,Moved Out
H005215,S003023,Harborview Hall,179,2025-07-21,,Active
H005216,S002004,Northgate Hall,540,2026-04-30,2026-08-20,Moved Out
H005217,S007658,Lakeside Terrace,272,2024-11-18,,Active
H005218,S004906,Meadowbrook Hall,293,2025-07-09,2025-12-02,Moved Out
H005219,S005904,Willow Creek Hall,302,2025-03-02,2025-12-15,Moved Out
H005220,S001852,Northgate Hall,385,2026-05-04,,Active
H005221,S000321,Meadowbrook Hall,413,2025-11-18,2026-08-20,Moved Out
H005222,S003338,Cedar Crest Hall,309,2023-10-20,2024-06-07,Moved Out
H005223,S008875,Highland Hall,537,2023-09-13,,Active
H005224,S000712,Sunrise Commons,476,2025-10-22,,Pending Assignment
H005225,S009240,Summit House,493,2024-02-09,2024-11-29,Moved Out
H005226,S003295,Lakeside Terrace,599,2024-01-15,,Active
H005227,S005970,Bellview Hall,414,2024-02-21,,Active
H005228,S004744,Summit House,344,2025-08-28,,Active
H005229,S002225,Meadowbrook Hall,534,2023-11-25,,Active
H005230,S003436,Harborview Hall,150,2024-02-06,,Active
H005231,S002602,Harborview Hall,534,2025-03-24,,Active
H005232,S009994,Bellview Hall,492,2023-11-10,,Active
H005233,S005572,Harborview Hall,196,2024-06-24,,Active
H005234,S003248,Aspen Court,549,2026-01-17,,Active
H005235,S007405,Sunrise Commons,475,2026-03-27,,Active
H005236,S002718,Birchwood Hall,505,2025-02-05,2025-10-14,Moved Out
H005237,S005858,Lakeside Terrace,571,2024-12-30,,Active
H005238,S004571,Lakeside Terrace,420,2024-12-19,2025-10-09,Moved Out
H005239,S006565,Summit House,204,2024-05-14,,Pending Assignment
H005240,S008662,Bellview Hall,418,2026-01-18,,Active
H005241,S003959,Maple Ridge Hall,248,2023-09-26,,Active
H005242,S001014,Meadowbrook Hall,518,2025-01-02,,Active
H005243,S003983,Highland Hall,564,2025-12-28,,Active
H005244,S002721,Harborview Hall,311,2026-06-05,,Active
H005245,S005466,Harborview Hall,447,2024-01-10,,Active
H005246,S007449,Willow Creek Hall,486,2025-02-25,,Active
H005247,S003619,Riverbend Hall,596,2026-05-14,,Active
H005248,S009973,Harborview Hall,166,2024-12-03,,Active
H005249,S003444,Sunrise Commons,273,2024-02-23,,Active
H005250,S002526,Willow Creek Hall,454,2023-08-17,,Active
H005251,S007597,Riverbend Hall,138,2025-12-17,,Active
H005252,S007975,Birchwood Hall,207,2024-06-19,2024-11-21,Moved Out
H005253,S005544,Aspen Court,226,2026-06-25,,Active
H005254,S002307,Highland Hall,586,2024-07-30,,Pending Assignment
H005255,S000902,Willow Creek Hall,380,2025-11-14,,Active
H005256,S002096,Founders Hall,430,2026-06-10,,Active
H005257,S002127,Bellview Hall,528,2026-08-09,,Active
H005258,S009601,Maple Ridge Hall,118,2024-10-27,2025-01-12,Moved Out
H005259,S006030,Bellview Hall,159,2023-12-11,,Active
H005260,S004474,Birchwood Hall,437,2024-04-10,2024-09-21,Moved Out
H005261,S009626,Founders Hall,444,2024-03-08,,Active
H005262,S007263,Highland Hall,268,2025-09-16,2026-06-25,Moved Out
H005263,S003968,Meadowbrook Hall,394,2023-10-12,,Active
H005264,S000134,Cedar Crest Hall,460,2023-10-22,2024-08-03,Moved Out
H005265,S008794,Riverbend Hall,532,2025-02-10,2025-04-22,Moved Out
H005266,S002657,Maple Ridge Hall,338,2025-03-12,2025-12-09,Moved Out
H005267,S002443,Riverbend Hall,328,2026-08-05,2026-08-20,Moved Out
H005268,S005694,Cedar Crest Hall,483,2025-05-02,,Active
H005269,S000443,Maple Ridge Hall,242,2025-09-27,2026-07-08,Moved Out
H005270,S006385,Bellview Hall,330,2026-12-31,,Active
H005271,S009755,Northgate Hall,449,2026-06-09,2026-08-20,Moved Out
H005272,S003026,Sunrise Commons,358,2026-03-21,2026-07-13,Moved Out
H005273,S000380,Maple Ridge Hall,362,2025-05-28,,Active
H005274,S000286,Willow Creek Hall,392,2025-08-17,2026-02-15,Moved Out
H005275,S000429,Northgate Hall,320,2024-10-19,,Active
H005276,S006357,Sunrise Commons,445,2025-05-24,,Active
H005277,S009413,Cedar Crest Hall,249,2025-08-21,,Active
H005278,S003157,Riverbend Hall,484,2024-07-21,2024-09-28,Moved Out
H005279,S005347,Harborview Hall,578,2025-09-28,,Active
H005280,S007215,Founders Hall,579,2023-12-29,,Active
H005281,S008036,Harborview Hall,308,2025-07-28,,Pending Assignment
H005282,S004932,Highland Hall,480,2023-10-06,,Active
H005283,S003093,Lakeside Terrace,204,2023-09-19,,Active
H005284,S008411,Cedar Crest Hall,223,2026-08-15,,Active
H005285,S009819,Aspen Court,366,2024-07-12,,Active
H005286,S002595,Meadowbrook Hall,283,2025-12-14,,Active
H005287,S008591,Summit House,412,2025-04-22,2026-01-21,Moved Out
H005288,S000164,Willow Creek Hall,120,2026-03-15,,Active
H005289,S004625,Maple Ridge Hall,226,2025-06-10,,Active
H005290,S002617,Founders Hall,287,2025-12-11,2026-05-25,Moved Out
H005291,S005669,Willow Creek Hall,420,2026-03-12,,Active
H005292,S008782,Highland Hall,589,2024-03-17,,Active
H005293,S005557,Willow Creek Hall,436,2024-10-03,,Active
H005294,S007535,Maple Ridge Hall,506,2026-04-22,2026-08-20,Moved Out
H005295,S003310,Riverbend Hall,300,2024-02-25,2024-05-21,Moved Out
H005296,S005828,Lakeside Terrace,370,2024-03-11,,Active
H005297,S009998,Highland Hall,593,2024-08-18,2025-03-13,Moved Out
H005298,S008418,Sunrise Commons,303,2026-03-21,2026-08-04,Moved Out
H005299,S004933,Highland Hall,149,2024-06-24,,Active
H005300,S005010,Founders Hall,482,2024-10-26,,Active
H005301,S005051,Meadowbrook Hall,546,2025-07-25,2026-01-12,Moved Out
H005302,S006552,Cedar Crest Hall,379,2026-07-04,2026-08-20,Moved Out
H005303,S004145,Sunrise Commons,512,2023-11-29,,Active
H005304,S007323,Birchwood Hall,371,2024-02-24,,Active
H005305,S004740,Sunrise Commons,274,2024-10-12,,Active
H005306,S001714,Cedar Crest Hall,107,2025-02-05,2025-11-27,Moved Out
H005307,S005996,Cedar Crest Hall,541,2026-04-19,,Active
H005308,S005284,Birchwood Hall,247,2025-12-20,2026-08-20,Moved Out
H005309,S003359,Highland Hall,350,2025-03-31,,Active
H005310,S002068,Willow Creek Hall,128,2025-10-26,,Active
H005311,S007740,Cedar Crest Hall,516,2024-03-28,2025-01-18,Moved Out
H005312,S002558,Summit House,112,2025-09-26,,Active
H005313,S007336,Harborview Hall,340,2023-12-18,,Active
H005314,S008585,Riverbend Hall,396,2024-03-05,,Active
H005315,S004612,Highland Hall,494,2026-07-13,2026-08-20,Moved Out
H005316,S007884,Meadowbrook Hall,196,2026-05-01,,Active
H005317,S008952,Willow Creek Hall,417,2024-11-22,2025-08-18,Moved Out
H005318,S003679,Highland Hall,556,2024-09-09,,Active
H005319,S009448,Aspen Court,523,2024-08-01,2025-04-02,Moved Out
H005320,S003307,Meadowbrook Hall,269,2023-09-06,,Active
H005321,S002860,Summit House,421,2024-09-20,,Pending Assignment
H005322,S000424,Bellview Hall,409,2026-08-12,,Active
H005323,S005750,Highland Hall,582,2024-06-19,2024-12-21,Moved Out
H005324,S009225,Meadowbrook Hall,239,2024-11-26,,Active
H005325,S000376,Summit House,466,2023-08-11,,Active
H005326,S002353,Founders Hall,509,2024-11-28,2025-05-27,Moved Out
H005327,S002930,Meadowbrook Hall,348,2024-10-24,,Active
H005328,S003536,Founders Hall,273,2026-05-20,,Active
H005329,S006884,Maple Ridge Hall,383,2024-04-28,,Active
H005330,S006216,Birchwood Hall,593,2025-05-15,,Active
H005331,S002624,Northgate Hall,123,2025-09-04,,Active
H005332,S007804,Maple Ridge Hall,446,2026-05-13,,Active
H005333,S001171,Summit House,564,2026-04-29,,Active
H005334,S009657,Riverbend Hall,456,2024-04-13,,Active
H005335,S008182,Riverbend Hall,433,2025-01-24,,Active
H005336,S006958,Founders Hall,246,2024-01-15,,Active
H005337,S008737,Summit House,437,2024-12-25,,Active
H005338,S001002,Aspen Court,339,2024-06-23,,Pending Assignment
H005339,S001422,Aspen Court,403,2025-04-06,,Active
H005340,S007143,Meadowbrook Hall,570,2025-05-25,,Active
H005341,S001128,Willow Creek Hall,506,2026-03-11,,Active
H005342,S008051,Aspen Court,335,2024-04-26,2024-11-12,Moved Out
H005343,S005758,Meadowbrook Hall,484,2024-06-17,,Active
H005344,S006834,Aspen Court,569,2026-05-26,,Pending Assignment
H005345,S007854,Sunrise Commons,512,2025-12-25,,Active
H005346,S005577,Sunrise Commons,475,2026-08-06,2026-08-20,Moved Out
H005347,S000523,Northgate Hall,485,2026-07-02,,Active
H005348,S009801,Meadowbrook Hall,302,2024-10-09,,Active
H005349,S008644,Cedar Crest Hall,205,2024-03-06,,Active
H005350,S009185,Lakeside Terrace,160,2024-12-27,,Active
H005351,S006476,Cedar Crest Hall,119,2023-09-23,2024-03-12,Moved Out
H005352,S001905,Cedar Crest Hall,299,2024-08-08,,Active
H005353,S002384,Meadowbrook Hall,134,2026-05-23,,Active
H005354,S002619,Summit House,580,2024-07-02,2024-10-06,Moved Out
H005355,S009767,Riverbend Hall,539,2023-09-06,,Active
H005356,S009652,Meadowbrook Hall,355,2024-02-19,2024-05-11,Moved Out
H005357,S002325,Birchwood Hall,253,2024-08-07,,Pending Assignment
H005358,S003969,Highland Hall,446,2024-05-28,,Active
H005359,S005128,Sunrise Commons,362,2024-12-28,,Active
H005360,S003182,Summit House,245,2023-12-01,,Active
H005361,S003287,Sunrise Commons,317,2024-05-22,,Pending Assignment
H005362,S004806,Meadowbrook Hall,266,2026-06-20,2026-08-20,Moved Out
H005363,S003168,Aspen Court,321,2025-07-29,,Active
H005364,S006664,Founders Hall,438,2023-11-27,,Active
H005365,S002052,Maple Ridge Hall,475,2025-06-02,,Active
H005366,S002077,Cedar Crest Hall,509,2025-04-05,2025-11-17,Moved Out
H005367,S004970,Sunrise Commons,537,2024-10-17,2025-04-28,Moved Out
H005368,S007711,Sunrise Commons,170,2026-05-30,,Active
H005369,S007947,Willow Creek Hall,367,2024-03-20,,Active
H005370,S001677,Lakeside Terrace,115,2026-07-05,,Active
H005371,S003895,Highland Hall,579,2025-06-13,2025-12-14,Moved Out
H005372,S009674,Riverbend Hall,106,2026-01-05,,Active
H005373,S004371,Summit House,265,2026-02-20,,Active
H005374,S009091,Harborview Hall,462,2024-04-16,2024-12-04,Moved Out
H005375,S004045,Bellview Hall,513,2026-04-01,,Active
H005376,S001665,Summit House,348,2024-12-10,,Active
H005377,S009049,Harborview Hall,100,2026-04-16,,Active
H005378,S000147,Willow Creek Hall,139,2025-01-19,,Active
H005379,S008361,Founders Hall,463,2024-01-11,,Active
H005380,S004496,Harborview Hall,108,2025-12-29,,Active
H005381,S002003,Northgate Hall,529,2024-08-17,,Active
H005382,S002717,Riverbend Hall,312,2025-08-22,2025-12-01,Moved Out
H005383,S009692,Willow Creek Hall,193,2024-08-23,2025-02-11,Moved Out
H005384,S005763,Highland Hall,283,2025-04-01,,Active
H005385,S002205,Cedar Crest Hall,497,2024-09-10,,Active
H005386,S004923,Meadowbrook Hall,450,2024-03-31,,Active
H005387,S008256,Aspen Court,355,2025-01-12,,Active
H005388,S002210,Birchwood Hall,132,2025-12-19,2026-08-20,Moved Out
H005389,S007659,Bellview Hall,283,2024-01-26,,Active
H005390,S003348,Willow Creek Hall,173,2024-04-07,2024-06-18,Moved Out
H005391,S004147,Birchwood Hall,508,2025-11-08,2026-07-25,Moved Out
H005392,S001326,Northgate Hall,308,2023-09-09,,Pending Assignment
H005393,S004065,Birchwood Hall,415,2025-04-23,,Active
H005394,S006819,Highland Hall,335,2023-09-05,2024-03-04,Moved Out
H005395,S001624,Harborview Hall,436,2026-05-17,,Active
H005396,S001383,Cedar Crest Hall,594,2025-09-10,,Active
H005397,S000670,Northgate Hall,444,2026-03-25,,Active
H005398,S009155,Summit House,526,2024-01-08,2024-03-18,Moved Out
H005399,S007910,Meadowbrook Hall,350,2025-10-31,,Active
H005400,S007876,Harborview Hall,447,2024-11-05,,Active
H005401,S009160,Summit House,464,2026-08-15,2026-08-20,Moved Out
H005402,S006240,Summit House,192,2025-01-14,,Active
H005403,S000163,Willow Creek Hall,319,2025-06-03,,Active
H005404,S002698,Summit House,507,2025-06-24,,Pending Assignment
H005405,S007425,Lakeside Terrace,133,2025-12-16,,Active
H005406,S000191,Cedar Crest Hall,238,2024-05-25,,Active
H005407,S001127,Highland Hall,554,2024-05-21,,Active
H005408,S001585,Highland Hall,384,2024-05-21,,Active
H005409,S008581,Riverbend Hall,354,2025-02-03,,Active
H005410,S005112,Harborview Hall,503,2024-10-14,2025-07-11,Moved Out
H005411,S004653,Summit House,293,2024-09-27,,Active
H005412,S001411,Maple Ridge Hall,160,2023-08-18,,Active
H005413,S002271,Willow Creek Hall,344,2023-10-01,,Active
H005414,S008571,Founders Hall,112,2025-01-23,,Active
H005415,S007539,Cedar Crest Hall,430,2024-05-09,,Active
H005416,S007008,Cedar Crest Hall,163,2023-10-18,2024-01-18,Moved Out
H005417,S003064,Maple Ridge Hall,101,2026-02-01,,Active
H005418,S004260,Maple Ridge Hall,112,2026-07-24,,Active
H005419,S000440,Northgate Hall,393,2026-05-01,2026-08-20,Moved Out
H005420,S004199,Bellview Hall,485,2027-01-25,,Active
H005421,S003936,Riverbend Hall,254,2025-12-01,2026-07-20,Moved Out
H005422,S007839,Sunrise Commons,182,2025-12-10,,Active
H005423,S000036,Birchwood Hall,199,2024-10-01,,Active
H005424,S009271,Lakeside Terrace,255,2025-03-19,,Active
H005425,S009985,Willow Creek Hall,241,2024-10-20,,Active
H005426,S009265,Harborview Hall,414,2024-10-27,,Active
H005427,S002290,Aspen Court,475,2026-06-13,2026-08-20,Moved Out
H005428,S000482,Riverbend Hall,243,2025-01-05,,Active
H005429,S002198,Aspen Court,437,2024-07-16,,Active
H005430,S007383,Aspen Court,193,2024-09-16,,Active
H005431,S003796,Highland Hall,463,2025-02-11,,Active
H005432,S007443,Meadowbrook Hall,482,2023-09-30,,Active
H005433,S004220,Willow Creek Hall,421,2025-06-09,,Active
H005434,S002166,Sunrise Commons,424,2024-11-16,,Active
H005435,S009221,Highland Hall,509,2024-08-01,2025-02-21,Moved Out
H005436,S002516,Lakeside Terrace,392,2024-12-06,,Active
H005437,S005178,Lakeside Terrace,331,2024-05-25,,Active
H005438,S006880,Sunrise Commons,562,2023-09-01,,Active
H005439,S009400,Bellview Hall,142,2024-03-21,,Active
H005440,S003979,Founders Hall,367,2025-07-07,2025-09-14,Moved Out
H005441,S006972,Meadowbrook Hall,451,2024-10-20,,Active
H005442,S005819,Founders Hall,469,2025-06-03,,Pending Assignment
H005443,S008088,Aspen Court,185,2026-08-18,,Active
H005444,S007581,Bellview Hall,241,2023-12-23,,Active
H005445,S002226,Bellview Hall,548,2026-04-03,,Active
H005446,S004661,Founders Hall,492,2024-04-26,,Active
H005447,S006245,Meadowbrook Hall,263,2026-04-23,,Active
H005448,S005529,Birchwood Hall,159,2023-11-04,,Active
H005449,S002650,Riverbend Hall,558,2024-03-10,2024-05-28,Moved Out
H005450,S003457,Aspen Court,371,2024-06-03,,Pending Assignment
H005451,S005430,Maple Ridge Hall,589,2023-09-14,,Active
H005452,S004695,Maple Ridge Hall,113,2023-09-06,2024-06-14,Moved Out
H005453,S009791,Northgate Hall,478,2026-04-26,,Active
H005454,S005027,Highland Hall,115,2025-08-20,,Active
H005455,S007886,Aspen Court,147,2024-01-02,2024-03-28,Moved Out
H005456,S000768,Cedar Crest Hall,325,2023-12-10,2024-08-24,Moved Out
H005457,S009711,Founders Hall,280,2024-05-11,,Active
H005458,S004984,Highland Hall,319,2024-03-21,,Active
H005459,S006403,Northgate Hall,507,2025-01-03,,Active
H005460,S002501,Harborview Hall,558,2025-11-21,,Active
H005461,S000109,Northgate Hall,282,2025-07-07,,Active
H005462,S003654,Maple Ridge Hall,116,2025-02-24,,Active
H005463,S006995,Birchwood Hall,577,2023-12-25,2024-09-29,Moved Out
H005464,S009311,Lakeside Terrace,442,2026-08-19,,Active
H005465,S002397,Lakeside Terrace,101,2026-03-04,,Active
H005466,S008933,Birchwood Hall,339,2026-04-18,,Active
H005467,S000433,Cedar Crest Hall,349,2023-12-24,,Active
H005468,S000825,Willow Creek Hall,196,2026-04-07,2026-07-22,Moved Out
H005469,S004750,Riverbend Hall,128,2026-02-02,2026-08-20,Moved Out
H005470,S001496,Summit House,513,2026-04-30,,Active
H005471,S005693,Aspen Court,485,2024-07-02,,Active
H005472,S008824,Sunrise Commons,286,2023-09-01,,Active
H005473,S008216,Birchwood Hall,161,2023-12-26,,Active
H005474,S000049,Meadowbrook Hall,350,2024-04-12,2024-11-02,Moved Out
H005475,S009577,Bellview Hall,590,2025-07-03,2026-02-06,Moved Out
H005476,S000776,Bellview Hall,278,2024-05-10,,Active
H005477,S007896,Maple Ridge Hall,111,2025-04-14,,Active
H005478,S006724,Highland Hall,487,2026-08-04,2026-08-20,Moved Out
H005479,S009607,Founders Hall,181,2023-12-17,,Active
H005480,S002041,Northgate Hall,316,2024-12-25,,Active
H005481,S006982,Harborview Hall,297,2024-12-28,,Active
H005482,S003978,Highland Hall,525,2026-06-26,,Active
H005483,S005640,Sunrise Commons,522,2023-09-11,,Active
H005484,S003361,Highland Hall,121,2024-03-29,2024-09-19,Moved Out
H005485,S005002,Harborview Hall,368,2025-01-24,,Active
H005486,S000621,Highland Hall,242,2025-09-15,,Active
H005487,S009739,Founders Hall,353,2025-07-17,2025-12-14,Moved Out
H005488,S001332,Maple Ridge Hall,329,2024-03-21,,Active
H005489,S007827,Sunrise Commons,301,2025-09-14,,Active
H005490,S006306,Harborview Hall,282,2023-11-27,2024-03-30,Moved Out
H005491,S002491,Lakeside Terrace,411,2024-03-13,,Active
H005492,S001331,Aspen Court,571,2024-10-02,,Active
H005493,S007867,Riverbend Hall,244,2026-03-28,2026-05-29,Moved Out
H005494,S008588,Maple Ridge Hall,216,2026-08-06,,Active
H005495,S002453,Lakeside Terrace,529,2025-04-10,,Active
H005496,S001006,Birchwood Hall,333,2023-11-24,,Active
H005497,S005816,Cedar Crest Hall,365,2026-03-25,2026-08-20,Moved Out
H005498,S001512,Northgate Hall,544,2024-07-31,,Active
H005499,S006854,Summit House,191,2025-07-06,,Active
H005500,S002504,Highland Hall,585,2025-01-20,,Active
H005501,S006232,Maple Ridge Hall,102,2023-08-22,,Active
H005502,S005221,Maple Ridge Hall,163,2026-07-15,,Active
H005503,S003852,Riverbend Hall,592,2024-09-14,2025-02-20,Moved Out
H005504,S006190,Maple Ridge Hall,108,2026-02-24,,Pending Assignment
H005505,S007757,Aspen Court,230,2025-09-11,,Active
H005506,S000677,Founders Hall,204,2024-07-15,,Active
H005507,S005691,Harborview Hall,547,2025-06-21,2026-04-09,Moved Out
H005508,S004833,Meadowbrook Hall,229,2025-07-05,2026-01-16,Moved Out
H005509,S002235,Sunrise Commons,326,2024-05-10,,Active
H005510,S007568,Founders Hall,528,2023-10-17,,Active
H005511,S007106,Willow Creek Hall,447,2024-07-22,,Active
H005512,S008649,Aspen Court,211,2023-12-31,2024-10-25,Moved Out
H005513,S001863,Sunrise Commons,229,2024-04-19,,Active
H005514,S003803,Aspen Court,485,2025-11-24,2026-05-05,Moved Out
H005515,S003932,Lakeside Terrace,431,2026-05-22,,Active
H005516,S004297,Lakeside Terrace,482,2024-06-22,,Active
H005517,S007584,Summit House,319,2024-07-03,2024-12-08,Moved Out
H005518,S008492,Bellview Hall,193,2025-11-29,,Active
H005519,S008883,Summit House,209,2025-03-19,,Active
H005520,S000321,Summit House,528,2026-05-22,2026-08-20,Moved Out
H005521,S006196,Northgate Hall,422,2026-01-10,2026-06-16,Moved Out
H005522,S002791,Birchwood Hall,581,2024-09-29,2025-06-29,Moved Out
H005523,S000196,Riverbend Hall,114,2023-09-14,,Active
H005524,S007479,Summit House,217,2025-12-20,2026-07-28,Moved Out
H005525,S001024,Meadowbrook Hall,387,2024-08-10,2025-01-06,Moved Out
H005526,S000463,Lakeside Terrace,486,2025-02-16,2025-05-13,Moved Out
H005527,S001606,Maple Ridge Hall,303,2026-03-25,,Active
H005528,S006286,Riverbend Hall,376,2025-03-19,,Active
H005529,S003537,Meadowbrook Hall,496,2026-01-19,2026-08-20,Moved Out
H005530,S005491,Cedar Crest Hall,307,2025-03-21,,Active
H005531,S007826,Lakeside Terrace,271,2025-10-22,,Active
H005532,S004881,Sunrise Commons,409,2024-04-08,,Active
H005533,S009126,Highland Hall,138,2024-01-26,,Active
H005534,S000692,Sunrise Commons,469,2025-01-02,,Active
H005535,S006084,Aspen Court,546,2025-11-05,,Active
H005536,S006992,Riverbend Hall,430,2023-10-02,,Active
H005537,S006617,Aspen Court,367,2024-02-01,,Active
H005538,S000842,Birchwood Hall,251,2024-12-19,2025-05-07,Moved Out
H005539,S005890,Meadowbrook Hall,396,2025-05-05,,Active
H005540,S005792,Birchwood Hall,468,2023-12-26,,Active
H005541,S001431,Cedar Crest Hall,125,2024-07-23,,Active
H005542,S003659,Bellview Hall,523,2026-06-06,2026-08-20,Moved Out
H005543,S002905,Meadowbrook Hall,456,2025-12-09,,Active
H005544,S004222,Aspen Court,179,2023-08-24,2024-01-29,Moved Out
H005545,S006001,Summit House,523,2026-12-03,2026-08-20,Moved Out
H005546,S000995,Maple Ridge Hall,539,2026-04-10,,Active
H005547,S002492,Lakeside Terrace,115,2025-05-15,,Active
