report_id,reported_student_id,reporter_type,submitted_date,category,location,priority,description,anonymous
WR000630,,Anonymous,2025-11-15,Discrimination,Off-Campus Housing,Medium,A concern was submitted regarding possible discrimination near Off-Campus Housing.,True
WR000631,,Community Member,2025-11-15,Sexual Misconduct,Main Quad,Low,Reporter describes an incident involving sexual misconduct that occurred at Main Quad.,False
WR000632,,Student,2025-11-18,Property Damage,West Parking Garage,Urgent,Reporter describes an incident involving property damage that occurred at West Parking Garage.,False
WR000633,,Anonymous,2025-11-18,Sexual Misconduct,Birchwood Hall,Medium,A concern was submitted regarding possible sexual misconduct near Birchwood Hall.,True
WR000634,,Anonymous,2025-11-18,Discrimination,Bike Path,Medium,A concern was submitted regarding possible discrimination near Bike Path.,True
WR000635,,Anonymous,2025-11-19,Theft,Student Union,Low,Reporter states they witnessed behavior consistent with theft.,True
WR000636,,Anonymous,2025-11-20,Academic Dishonesty,Bike Path,Medium,Concern raised about academic dishonesty; reporter requests follow-up from staff.,True
WR000637,,Student,2025-11-20,Mental Health Concern,Highland Hall,Medium,Reporter states they witnessed behavior consistent with mental health concern.,False
WR000638,,Student,2025-11-22,Alcohol/Drug Concern,Off-Campus,Medium,Concern raised about alcohol/drug concern; reporter requests follow-up from staff.,False
WR000639,,Faculty,2025-11-23,Bias Incident,Online / Remote,Medium,Concern raised about bias incident; reporter requests follow-up from staff.,False
WR000640,,Faculty,2025-11-23,Hazing,Founders Hall,Urgent,Reporter states they witnessed behavior consistent with hazing.,False
WR000641,,Anonymous,2025-11-23,Bias Incident,Aspen Court,Urgent,A concern was submitted regarding possible bias incident near Aspen Court.,True
WR000642,S009595,Staff,2025-11-24,Bullying/Harassment,Main Quad,Medium,Reporter describes an incident involving bullying/harassment that occurred at Main Quad.,False
WR000643,S009785,Anonymous,2025-11-25,Mental Health Concern,Fine Arts Center,Medium,A concern was submitted regarding possible mental health concern near Fine Arts Center.,True
WR000644,,Community Member,2025-11-27,Safety Hazard,Highland Hall,Low,Reporter describes an incident involving safety hazard that occurred at Highland Hall.,False
WR000645,,Student,2025-11-27,Property Damage,Birchwood Hall,High,A concern was submitted regarding possible property damage near Birchwood Hall.,False
WR000646,S006454,Faculty,2025-11-27,Alcohol/Drug Concern,East Lot,Low,Reporter states they witnessed behavior consistent with alcohol/drug concern.,False
WR000647,S006165,Anonymous,2025-11-27,Alcohol/Drug Concern,Off-Campus,Low,Submission describes an ongoing issue related to alcohol/drug concern at Off-Campus.,True
WR000648,,Student,2025-11-28,Bias Incident,Sunrise Commons,Medium,Submission describes an ongoing issue related to bias incident at Sunrise Commons.,False
WR000649,,Student,2025-11-28,Sexual Misconduct,Meadowbrook Hall,Low,Reporter states they witnessed behavior consistent with sexual misconduct.,False
WR000650,S004418,Faculty,2025-11-28,Bias Incident,Recreation Center,Low,Submission describes an ongoing issue related to bias incident at Recreation Center.,False
WR000651,S002020,Student,2025-11-30,Sexual Misconduct,Engineering Annex,Low,A concern was submitted regarding possible sexual misconduct near Engineering Annex.,False
WR000652,S006599,Student,2025-12-02,Discrimination,Bike Path,Medium,Reporter states they witnessed behavior consistent with discrimination.,False
WR000653,S004517,Community Member,2025-12-03,Alcohol/Drug Concern,Summit House,Low,Concern raised about alcohol/drug concern; reporter requests follow-up from staff.,False
WR000654,,Student,2025-12-05,Bias Incident,Bike Path,Low,Reporter states they witnessed behavior consistent with bias incident.,False
WR000655,,Anonymous,2025-12-05,Hazing,Fine Arts Center,Medium,Concern raised about hazing; reporter requests follow-up from staff.,True
WR000656,S000952,Anonymous,2025-12-06,Discrimination,Founders Hall,Urgent,A concern was submitted regarding possible discrimination near Founders Hall.,True
WR000657,S005657,Student,2025-12-08,Hazing,Engineering Annex,High,Submission describes an ongoing issue related to hazing at Engineering Annex.,False
WR000658,S007058,Student,2025-12-08,Sexual Misconduct,Off-Campus Housing,Urgent,Concern raised about sexual misconduct; reporter requests follow-up from staff.,False
WR000659,,Student,2025-12-08,Safety Hazard,Northgate Hall,Medium,A concern was submitted regarding possible safety hazard near Northgate Hall.,False
WR000660,,Community Member,2025-12-09,Safety Hazard,Summit House,High,Concern raised about safety hazard; reporter requests follow-up from staff.,False
WR000661,S009674,Student,2025-12-09,Discrimination,Stadium,Medium,Reporter describes an incident involving discrimination that occurred at Stadium.,False
WR000662,,Anonymous,2025-12-10,Bias Incident,Student Union,Medium,Reporter describes an incident involving bias incident that occurred at Student Union.,True
WR000663,,Faculty,2025-12-10,Sexual Misconduct,Sunrise Commons,High,A concern was submitted regarding possible sexual misconduct near Sunrise Commons.,False
WR000664,S000502,Student,2025-12-11,Safety Hazard,Maple Ridge Hall,Medium,Reporter states they witnessed behavior consistent with safety hazard.,False
WR000665,,Anonymous,2025-12-12,Discrimination,Recreation Center,Medium,Submission describes an ongoing issue related to discrimination at Recreation Center.,True
WR000666,,Staff,2025-12-12,Hazing,Engineering Annex,Medium,Submission describes an ongoing issue related to hazing at Engineering Annex.,False
WR000667,S009586,Community Member,2025-12-12,Hazing,Summit House,Low,Submission describes an ongoing issue related to hazing at Summit House.,False
WR000668,,Anonymous,2025-12-13,Academic Dishonesty,Off-Campus,Medium,Submission describes an ongoing issue related to academic dishonesty at Off-Campus.,True
WR000669,,Student,2025-12-17,Bullying/Harassment,Founders Hall,Medium,A concern was submitted regarding possible bullying/harassment near Founders Hall.,False
WR000670,S005288,Parent,2025-12-17,Safety Hazard,Lakeside Terrace,Low,Concern raised about safety hazard; reporter requests follow-up from staff.,False
WR000671,S009399,Parent,2025-12-18,Discrimination,Off-Campus Housing,High,Reporter states they witnessed behavior consistent with discrimination.,False
WR000672,,Student,2025-12-18,Property Damage,Recreation Center,Medium,A concern was submitted regarding possible property damage near Recreation Center.,False
WR000673,,Parent,2025-12-19,Bias Incident,Aspen Court,High,Concern raised about bias incident; reporter requests follow-up from staff.,False
WR000674,,Community Member,2025-12-19,Alcohol/Drug Concern,Stadium,Low,A concern was submitted regarding possible alcohol/drug concern near Stadium.,False
WR000675,,Parent,2025-12-20,Safety Hazard,Sunrise Commons,High,Reporter states they witnessed behavior consistent with safety hazard.,False
WR000676,S004510,Anonymous,2025-12-20,Sexual Misconduct,Stadium,Medium,A concern was submitted regarding possible sexual misconduct near Stadium.,True
WR000677,,Anonymous,2025-12-22,Other,Bike Path,Low,Reporter states they witnessed behavior consistent with other.,True
WR000678,,Anonymous,2025-12-23,Sexual Misconduct,Willow Creek Hall,Medium,Submission describes an ongoing issue related to sexual misconduct at Willow Creek Hall.,True
WR000679,,Anonymous,2025-12-25,Sexual Misconduct,Student Union,Medium,Submission describes an ongoing issue related to sexual misconduct at Student Union.,True
WR000680,S003039,Anonymous,2025-12-25,Hazing,Sunrise Commons,Low,Concern raised about hazing; reporter requests follow-up from staff.,True
WR000681,S007404,Anonymous,2025-12-25,Sexual Misconduct,Birchwood Hall,High,Submission describes an ongoing issue related to sexual misconduct at Birchwood Hall.,True
WR000682,,Faculty,2025-12-25,Safety Hazard,East Lot,Medium,Submission describes an ongoing issue related to safety hazard at East Lot.,False
WR000683,S008784,Student,2025-12-25,Theft,Summit House,Low,A concern was submitted regarding possible theft near Summit House.,False
WR000684,S008401,Community Member,2025-12-25,Mental Health Concern,Library,Medium,Reporter describes an incident involving mental health concern that occurred at Library.,False
WR000685,S002894,Anonymous,2025-12-25,Academic Dishonesty,Maple Ridge Hall,High,Concern raised about academic dishonesty; reporter requests follow-up from staff.,True
WR000686,S002210,Student,2025-12-26,Property Damage,Main Quad,Medium,Reporter states they witnessed behavior consistent with property damage.,False
WR000687,S007127,Anonymous,2025-12-26,Safety Hazard,Fine Arts Center,Urgent,Submission describes an ongoing issue related to safety hazard at Fine Arts Center.,True
WR000688,,Anonymous,2025-12-27,Bias Incident,Northgate Hall,Medium,Concern raised about bias incident; reporter requests follow-up from staff.,True
WR000689,S005621,Student,2025-12-27,Mental Health Concern,Harborview Hall,Medium,Reporter states they witnessed behavior consistent with mental health concern.,False
WR000690,,Student,2025-12-28,Safety Hazard,Founders Hall,Low,Reporter states they witnessed behavior consistent with safety hazard.,False
WR000691,,Faculty,2025-12-28,Discrimination,Library,High,Reporter describes an incident involving discrimination that occurred at Library.,False
WR000692,S006075,Anonymous,2025-12-29,Hazing,Recreation Center,High,Reporter states they witnessed behavior consistent with hazing.,True
WR000693,,Anonymous,2025-12-30,Mental Health Concern,Aspen Court,Low,Reporter states they witnessed behavior consistent with mental health concern.,True
WR000694,S006894,Community Member,2025-12-30,Hazing,Birchwood Hall,Medium,Submission describes an ongoing issue related to hazing at Birchwood Hall.,False
WR000695,,Anonymous,2025-12-30,Other,Willow Creek Hall,Medium,Concern raised about other; reporter requests follow-up from staff.,True
WR000696,,Student,2025-12-31,Property Damage,Willow Creek Hall,High,Submission describes an ongoing issue related to property damage at Willow Creek Hall.,False
WR000697,S007292,Anonymous,2026-01-01,Mental Health Concern,Main Quad,Low,Concern raised about mental health concern; reporter requests follow-up from staff.,True
WR000698,,Anonymous,2026-01-02,Other,Library,High,Reporter describes an incident involving other that occurred at Library.,True
WR000699,S009324,Community Member,2026-01-03,Sexual Misconduct,Founders Hall,Low,Submission describes an ongoing issue related to sexual misconduct at Founders Hall.,False
WR000700,,Faculty,2026-01-03,Property Damage,Off-Campus Housing,Urgent,Reporter describes an incident involving property damage that occurred at Off-Campus Housing.,False
WR000701,S004427,Staff,2026-01-04,Discrimination,West Parking Garage,High,Reporter describes an incident involving discrimination that occurred at West Parking Garage.,False
WR000702,S004510,Anonymous,2026-01-04,Bias Incident,Summit House,Medium,Submission describes an ongoing issue related to bias incident at Summit House.,True
WR000703,,Community Member,2026-01-05,Academic Dishonesty,Aspen Court,Medium,Submission describes an ongoing issue related to academic dishonesty at Aspen Court.,False
WR000704,S000899,Student,2026-01-06,Alcohol/Drug Concern,Recreation Center,Medium,Reporter states they witnessed behavior consistent with alcohol/drug concern.,False
WR000705,S003898,Student,2026-01-07,Alcohol/Drug Concern,Stadium,Medium,Reporter states they witnessed behavior consistent with alcohol/drug concern.,False
WR000706,,Faculty,2026-01-07,Bias Incident,Engineering Annex,Low,Reporter describes an incident involving bias incident that occurred at Engineering Annex.,False
WR000707,,Community Member,2026-01-07,Bullying/Harassment,Aspen Court,High,Reporter describes an incident involving bullying/harassment that occurred at Aspen Court.,False
WR000708,,Student,2026-01-07,Bullying/Harassment,East Lot,Low,Submission describes an ongoing issue related to bullying/harassment at East Lot.,False
WR000709,,Anonymous,2026-01-08,Other,Off-Campus Housing,Medium,A concern was submitted regarding possible other near Off-Campus Housing.,True
WR000710,S007441,Community Member,2026-01-08,Safety Hazard,Sunrise Commons,High,Reporter describes an incident involving safety hazard that occurred at Sunrise Commons.,False
WR000711,,Community Member,2026-01-09,Other,Sunrise Commons,Medium,Reporter states they witnessed behavior consistent with other.,False
WR000712,,Student,2026-01-10,Safety Hazard,East Lot,Urgent,Reporter describes an incident involving safety hazard that occurred at East Lot.,False
WR000713,,Anonymous,2026-01-11,Discrimination,Highland Hall,Low,Concern raised about discrimination; reporter requests follow-up from staff.,True
WR000714,,Student,2026-01-13,Other,Willow Creek Hall,High,A concern was submitted regarding possible other near Willow Creek Hall.,False
WR000715,,Student,2026-01-13,Academic Dishonesty,Main Quad,High,Submission describes an ongoing issue related to academic dishonesty at Main Quad.,False
WR000716,,Student,2026-01-13,Safety Hazard,Aspen Court,High,Submission describes an ongoing issue related to safety hazard at Aspen Court.,False
WR000717,,Parent,2026-01-14,Bullying/Harassment,Online / Remote,Low,A concern was submitted regarding possible bullying/harassment near Online / Remote.,False
WR000718,S008068,Anonymous,2026-01-14,Hazing,Engineering Annex,High,Reporter describes an incident involving hazing that occurred at Engineering Annex.,True
WR000719,S001474,Community Member,2026-01-15,Alcohol/Drug Concern,Lakeside Terrace,Low,Submission describes an ongoing issue related to alcohol/drug concern at Lakeside Terrace.,False
WR000720,,Anonymous,2026-01-16,Academic Dishonesty,Science Building,Medium,Submission describes an ongoing issue related to academic dishonesty at Science Building.,True
WR000721,S006263,Community Member,2026-01-16,Discrimination,Engineering Annex,Medium,Concern raised about discrimination; reporter requests follow-up from staff.,False
WR000722,S009464,Anonymous,2026-01-16,Sexual Misconduct,Northgate Hall,Low,Submission describes an ongoing issue related to sexual misconduct at Northgate Hall.,True
WR000723,,Student,2026-01-16,Property Damage,Aspen Court,Low,Reporter describes an incident involving property damage that occurred at Aspen Court.,False
WR000724,,Student,2026-01-16,Mental Health Concern,Science Building,High,Submission describes an ongoing issue related to mental health concern at Science Building.,False
WR000725,,Community Member,2026-01-17,Theft,Fine Arts Center,High,Reporter states they witnessed behavior consistent with theft.,False
WR000726,,Faculty,2026-01-17,Alcohol/Drug Concern,Bellview Hall,High,Concern raised about alcohol/drug concern; reporter requests follow-up from staff.,False
WR000727,S002005,Faculty,2026-01-18,Hazing,Aspen Court,Low,Concern raised about hazing; reporter requests follow-up from staff.,False
WR000728,S007704,Anonymous,2026-01-18,Safety Hazard,Riverbend Hall,High,Reporter states they witnessed behavior consistent with safety hazard.,True
WR000729,S007554,Anonymous,2026-01-19,Bullying/Harassment,Birchwood Hall,Medium,Concern raised about bullying/harassment; reporter requests follow-up from staff.,True
WR000730,S003402,Anonymous,2026-01-20,Bias Incident,Sunrise Commons,Medium,Submission describes an ongoing issue related to bias incident at Sunrise Commons.,True
WR000731,S005512,Community Member,2026-01-20,Bullying/Harassment,Library,Medium,Reporter states they witnessed behavior consistent with bullying/harassment.,False
WR000732,,Student,2026-01-21,Other,Engineering Annex,Medium,Submission describes an ongoing issue related to other at Engineering Annex.,False
WR000733,S008545,Student,2026-01-22,Property Damage,Harborview Hall,Low,Reporter describes an incident involving property damage that occurred at Harborview Hall.,False
WR000734,,Student,2026-01-22,Mental Health Concern,Bellview Hall,Medium,Concern raised about mental health concern; reporter requests follow-up from staff.,False
WR000735,S008126,Staff,2026-01-22,Sexual Misconduct,Birchwood Hall,Medium,Reporter states they witnessed behavior consistent with sexual misconduct.,False
WR000736,S002928,Staff,2026-01-24,Theft,Main Quad,Medium,A concern was submitted regarding possible theft near Main Quad.,False
WR000737,S005037,Staff,2026-01-25,Property Damage,Bike Path,High,Concern raised about property damage; reporter requests follow-up from staff.,False
WR000738,S008311,Anonymous,2026-01-25,Safety Hazard,Bike Path,Urgent,Reporter states they witnessed behavior consistent with safety hazard.,True
WR000739,S004090,Staff,2026-01-26,Hazing,Lakeside Terrace,Medium,Reporter describes an incident involving hazing that occurred at Lakeside Terrace.,False
WR000740,S005409,Staff,2026-01-27,Other,Aspen Court,Low,Concern raised about other; reporter requests follow-up from staff.,False
WR000741,S005196,Student,2026-01-27,Alcohol/Drug Concern,Founders Hall,Medium,Submission describes an ongoing issue related to alcohol/drug concern at Founders Hall.,False
WR000742,S005089,Staff,2026-01-27,Bullying/Harassment,Meadowbrook Hall,Medium,Reporter describes an incident involving bullying/harassment that occurred at Meadowbrook Hall.,False
WR000743,,Community Member,2026-01-28,Safety Hazard,Cedar Crest Hall,Medium,Reporter states they witnessed behavior consistent with safety hazard.,False
WR000744,,Anonymous,2026-01-29,Safety Hazard,Lakeside Terrace,High,Submission describes an ongoing issue related to safety hazard at Lakeside Terrace.,True
WR000745,S005257,Anonymous,2026-01-30,Hazing,Sunrise Commons,Medium,Reporter describes an incident involving hazing that occurred at Sunrise Commons.,True
WR000746,,Anonymous,2026-01-31,Mental Health Concern,Maple Ridge Hall,Urgent,Reporter states they witnessed behavior consistent with mental health concern.,True
WR000747,S008264,Staff,2026-01-31,Academic Dishonesty,Sunrise Commons,High,Submission describes an ongoing issue related to academic dishonesty at Sunrise Commons.,False
WR000748,,Student,2026-01-31,Alcohol/Drug Concern,Birchwood Hall,Low,Reporter states they witnessed behavior consistent with alcohol/drug concern.,False
WR000749,S003723,Student,2026-01-31,Property Damage,Aspen Court,Urgent,A concern was submitted regarding possible property damage near Aspen Court.,False
WR000750,S008365,Anonymous,2026-02-01,Discrimination,West Parking Garage,High,A concern was submitted regarding possible discrimination near West Parking Garage.,True
WR000751,S007140,Staff,2026-02-01,Other,West Parking Garage,Low,Reporter describes an incident involving other that occurred at West Parking Garage.,False
WR000752,,Anonymous,2026-02-02,Sexual Misconduct,Northgate Hall,High,Reporter describes an incident involving sexual misconduct that occurred at Northgate Hall.,True
WR000753,,Faculty,2026-02-02,Other,Summit House,Medium,Submission describes an ongoing issue related to other at Summit House.,False
WR000754,,Student,2026-02-02,Sexual Misconduct,Riverbend Hall,High,Submission describes an ongoing issue related to sexual misconduct at Riverbend Hall.,False
WR000755,S005252,Staff,2026-02-03,Sexual Misconduct,Science Building,Low,Concern raised about sexual misconduct; reporter requests follow-up from staff.,False
WR000756,,Student,2026-02-03,Property Damage,Engineering Annex,Urgent,Concern raised about property damage; reporter requests follow-up from staff.,False
WR000757,S002087,Student,2026-02-04,Bias Incident,Birchwood Hall,Medium,A concern was submitted regarding possible bias incident near Birchwood Hall.,False
WR000758,,Anonymous,2026-02-05,Sexual Misconduct,Willow Creek Hall,Low,A concern was submitted regarding possible sexual misconduct near Willow Creek Hall.,True
WR000759,S000053,Anonymous,2026-02-06,Sexual Misconduct,Student Union,Medium,Submission describes an ongoing issue related to sexual misconduct at Student Union.,True
WR000760,S006728,Student,2026-02-06,Bullying/Harassment,Sunrise Commons,Low,A concern was submitted regarding possible bullying/harassment near Sunrise Commons.,False
WR000761,S002029,Student,2026-02-09,Discrimination,Birchwood Hall,High,Reporter describes an incident involving discrimination that occurred at Birchwood Hall.,False
WR000762,,Student,2026-02-11,Bias Incident,Highland Hall,Medium,Reporter describes an incident involving bias incident that occurred at Highland Hall.,False
WR000763,S001245,Anonymous,2026-02-12,Property Damage,Highland Hall,High,Reporter describes an incident involving property damage that occurred at Highland Hall.,True
WR000764,S000738,Student,2026-02-12,Academic Dishonesty,Fine Arts Center,High,A concern was submitted regarding possible academic dishonesty near Fine Arts Center.,False
WR000765,,Staff,2026-02-16,Hazing,Founders Hall,Low,A concern was submitted regarding possible hazing near Founders Hall.,False
WR000766,,Anonymous,2026-02-18,Discrimination,East Lot,Medium,A concern was submitted regarding possible discrimination near East Lot.,True
WR000767,S008980,Staff,2026-02-19,Academic Dishonesty,Recreation Center,High,Submission describes an ongoing issue related to academic dishonesty at Recreation Center.,False
WR000768,S004912,Student,2026-02-19,Mental Health Concern,Meadowbrook Hall,Medium,Reporter states they witnessed behavior consistent with mental health concern.,False
WR000769,S002473,Anonymous,2026-02-19,Academic Dishonesty,Lakeside Terrace,Urgent,Concern raised about academic dishonesty; reporter requests follow-up from staff.,True
WR000770,,Student,2026-02-19,Mental Health Concern,Meadowbrook Hall,Medium,Submission describes an ongoing issue related to mental health concern at Meadowbrook Hall.,False
WR000771,,Anonymous,2026-02-22,Other,Cedar Crest Hall,Low,Submission describes an ongoing issue related to other at Cedar Crest Hall.,True
WR000772,S004472,Faculty,2026-02-27,Bullying/Harassment,Engineering Annex,High,Reporter states they witnessed behavior consistent with bullying/harassment.,False
WR000773,S000596,Student,2026-02-27,Bias Incident,Bellview Hall,Medium,Submission describes an ongoing issue related to bias incident at Bellview Hall.,False
WR000774,S004788,Student,2026-02-27,Discrimination,Off-Campus Housing,Low,Submission describes an ongoing issue related to discrimination at Off-Campus Housing.,False
WR000775,S008196,Student,2026-02-28,Sexual Misconduct,Maple Ridge Hall,High,Concern raised about sexual misconduct; reporter requests follow-up from staff.,False
WR000776,S003267,Anonymous,2026-02-28,Mental Health Concern,Riverbend Hall,High,Concern raised about mental health concern; reporter requests follow-up from staff.,True
WR000777,,Staff,2026-03-01,Property Damage,Sunrise Commons,Low,Reporter describes an incident involving property damage that occurred at Sunrise Commons.,False
WR000778,,Student,2026-03-02,Safety Hazard,Off-Campus Housing,High,A concern was submitted regarding possible safety hazard near Off-Campus Housing.,False
WR000779,,Student,2026-03-02,Property Damage,Sunrise Commons,Low,Reporter describes an incident involving property damage that occurred at Sunrise Commons.,False
WR000780,,Student,2026-03-03,Alcohol/Drug Concern,East Lot,High,Concern raised about alcohol/drug concern; reporter requests follow-up from staff.,False
WR000781,,Anonymous,2026-03-03,Sexual Misconduct,Sunrise Commons,Low,Reporter describes an incident involving sexual misconduct that occurred at Sunrise Commons.,True
WR000782,,Staff,2026-03-05,Hazing,Off-Campus,Low,Reporter states they witnessed behavior consistent with hazing.,False
WR000783,S004037,Student,2026-03-07,Other,Riverbend Hall,Medium,Submission describes an ongoing issue related to other at Riverbend Hall.,False
WR000784,,Anonymous,2026-03-08,Property Damage,Library,Medium,Concern raised about property damage; reporter requests follow-up from staff.,True
WR000785,S009182,Anonymous,2026-03-08,Bias Incident,Cedar Crest Hall,Medium,Submission describes an ongoing issue related to bias incident at Cedar Crest Hall.,True
WR000786,,Anonymous,2026-03-10,Sexual Misconduct,East Lot,Medium,Reporter states they witnessed behavior consistent with sexual misconduct.,True
WR000787,,Parent,2026-03-10,Bullying/Harassment,Science Building,Medium,A concern was submitted regarding possible bullying/harassment near Science Building.,False
WR000788,,Faculty,2026-03-16,Bias Incident,Off-Campus Housing,Low,Reporter states they witnessed behavior consistent with bias incident.,False
WR000789,,Anonymous,2026-03-17,Mental Health Concern,Off-Campus Housing,High,Submission describes an ongoing issue related to mental health concern at Off-Campus Housing.,True
WR000790,S002195,Student,2026-03-18,Property Damage,Recreation Center,Medium,Reporter describes an incident involving property damage that occurred at Recreation Center.,False
WR000791,S005099,Anonymous,2026-03-20,Bullying/Harassment,Meadowbrook Hall,Low,Submission describes an ongoing issue related to bullying/harassment at Meadowbrook Hall.,True
WR000792,S003388,Anonymous,2026-03-21,Bias Incident,Harborview Hall,Medium,Concern raised about bias incident; reporter requests follow-up from staff.,True
WR000793,S008212,Faculty,2026-03-23,Sexual Misconduct,Main Quad,High,Submission describes an ongoing issue related to sexual misconduct at Main Quad.,False
WR000794,,Student,2026-03-23,Property Damage,Riverbend Hall,Medium,A concern was submitted regarding possible property damage near Riverbend Hall.,False
WR000795,S006071,Student,2026-03-24,Hazing,East Lot,Medium,Concern raised about hazing; reporter requests follow-up from staff.,False
WR000796,,Student,2026-03-24,Property Damage,Online / Remote,Medium,Reporter states they witnessed behavior consistent with property damage.,False
WR000797,,Student,2026-03-25,Bias Incident,Stadium,Low,Concern raised about bias incident; reporter requests follow-up from staff.,False
WR000798,S007704,Anonymous,2026-03-25,Other,Founders Hall,Low,Reporter states they witnessed behavior consistent with other.,True
WR000799,S005931,Staff,2026-03-26,Hazing,Student Union,Medium,Reporter states they witnessed behavior consistent with hazing.,False
WR000800,,Staff,2026-03-27,Discrimination,Riverbend Hall,High,Submission describes an ongoing issue related to discrimination at Riverbend Hall.,False
WR000801,S001635,Anonymous,2026-03-27,Bias Incident,Willow Creek Hall,High,A concern was submitted regarding possible bias incident near Willow Creek Hall.,True
WR000802,,Anonymous,2026-03-28,Bias Incident,Student Union,High,Reporter states they witnessed behavior consistent with bias incident.,True
WR000803,S006151,Student,2026-03-31,Bullying/Harassment,West Parking Garage,Low,Reporter describes an incident involving bullying/harassment that occurred at West Parking Garage.,False
WR000804,S004799,Anonymous,2026-04-01,Theft,Meadowbrook Hall,Low,Reporter states they witnessed behavior consistent with theft.,True
WR000805,,Anonymous,2026-04-01,Hazing,Meadowbrook Hall,Medium,Submission describes an ongoing issue related to hazing at Meadowbrook Hall.,True
WR000806,S000427,Anonymous,2026-04-02,Mental Health Concern,Harborview Hall,Low,Submission describes an ongoing issue related to mental health concern at Harborview Hall.,True
WR000807,S003933,Community Member,2026-04-03,Hazing,Science Building,Medium,Concern raised about hazing; reporter requests follow-up from staff.,False
WR000808,S008365,Anonymous,2026-04-03,Property Damage,Engineering Annex,Medium,Reporter states they witnessed behavior consistent with property damage.,True
WR000809,,Parent,2026-04-06,Other,Lakeside Terrace,High,Concern raised about other; reporter requests follow-up from staff.,False
WR000810,S007913,Student,2026-04-06,Bullying/Harassment,Willow Creek Hall,Medium,Concern raised about bullying/harassment; reporter requests follow-up from staff.,False
WR000811,,Student,2026-04-09,Property Damage,Off-Campus,Low,Submission describes an ongoing issue related to property damage at Off-Campus.,False
WR000812,S001810,Student,2026-04-10,Discrimination,Lakeside Terrace,High,A concern was submitted regarding possible discrimination near Lakeside Terrace.,False
WR000813,S002164,Anonymous,2026-04-11,Discrimination,Sunrise Commons,Urgent,Reporter states they witnessed behavior consistent with discrimination.,True
WR000814,S000542,Anonymous,2026-04-11,Theft,Northgate Hall,Low,Reporter describes an incident involving theft that occurred at Northgate Hall.,True
WR000815,S002273,Faculty,2026-04-11,Property Damage,Student Union,High,Submission describes an ongoing issue related to property damage at Student Union.,False
WR000816,,Student,2026-04-11,Hazing,Online / Remote,High,Reporter describes an incident involving hazing that occurred at Online / Remote.,False
WR000817,S007953,Anonymous,2026-04-12,Discrimination,Fine Arts Center,Low,Reporter describes an incident involving discrimination that occurred at Fine Arts Center.,True
WR000818,S005937,Anonymous,2026-04-12,Mental Health Concern,Main Quad,Urgent,Concern raised about mental health concern; reporter requests follow-up from staff.,True
WR000819,S008365,Student,2026-04-13,Bullying/Harassment,Aspen Court,Low,Reporter states they witnessed behavior consistent with bullying/harassment.,False
WR000820,,Staff,2026-04-13,Academic Dishonesty,Stadium,Low,A concern was submitted regarding possible academic dishonesty near Stadium.,False
WR000821,S007113,Anonymous,2026-04-14,Academic Dishonesty,Science Building,High,Reporter states they witnessed behavior consistent with academic dishonesty.,True
WR000822,S005153,Student,2026-04-15,Alcohol/Drug Concern,Engineering Annex,Urgent,A concern was submitted regarding possible alcohol/drug concern near Engineering Annex.,False
WR000823,S009917,Anonymous,2026-04-16,Other,East Lot,Medium,Submission describes an ongoing issue related to other at East Lot.,True
WR000824,S000063,Community Member,2026-04-16,Sexual Misconduct,East Lot,Low,Submission describes an ongoing issue related to sexual misconduct at East Lot.,False
WR000825,S006211,Faculty,2026-04-17,Sexual Misconduct,Library,Medium,Submission describes an ongoing issue related to sexual misconduct at Library.,False
WR000826,,Anonymous,2026-04-18,Academic Dishonesty,Willow Creek Hall,Medium,Submission describes an ongoing issue related to academic dishonesty at Willow Creek Hall.,True
WR000827,,Faculty,2026-04-18,Mental Health Concern,Online / Remote,Medium,Concern raised about mental health concern; reporter requests follow-up from staff.,False
WR000828,S007394,Student,2026-04-18,Property Damage,Student Union,Low,Reporter describes an incident involving property damage that occurred at Student Union.,False
WR000829,,Student,2026-04-20,Bullying/Harassment,Birchwood Hall,Urgent,A concern was submitted regarding possible bullying/harassment near Birchwood Hall.,False
WR000830,,Student,2026-04-23,Academic Dishonesty,Founders Hall,High,Reporter states they witnessed behavior consistent with academic dishonesty.,False
WR000831,S004467,Student,2026-04-23,Discrimination,West Parking Garage,Medium,Concern raised about discrimination; reporter requests follow-up from staff.,False
WR000832,S005657,Anonymous,2026-04-25,Theft,Science Building,Low,Reporter describes an incident involving theft that occurred at Science Building.,True
WR000833,,Community Member,2026-04-26,Mental Health Concern,Willow Creek Hall,Low,Reporter describes an incident involving mental health concern that occurred at Willow Creek Hall.,False
WR000834,,Parent,2026-04-28,Alcohol/Drug Concern,Willow Creek Hall,Urgent,Concern raised about alcohol/drug concern; reporter requests follow-up from staff.,False
WR000835,S000782,Parent,2026-04-29,Bullying/Harassment,Riverbend Hall,Urgent,Submission describes an ongoing issue related to bullying/harassment at Riverbend Hall.,False
WR000836,,Student,2026-04-30,Hazing,Stadium,High,Reporter states they witnessed behavior consistent with hazing.,False
WR000837,S007999,Student,2026-04-30,Academic Dishonesty,East Lot,Low,A concern was submitted regarding possible academic dishonesty near East Lot.,False
WR000838,,Faculty,2026-05-01,Other,Summit House,Medium,Concern raised about other; reporter requests follow-up from staff.,False
WR000839,,Anonymous,2026-05-01,Mental Health Concern,Bike Path,Low,Reporter describes an incident involving mental health concern that occurred at Bike Path.,True
